sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
mKate2_g6	mKate2	626.04	6135.9	626.04	6135.9	3.2909	1.5179e+07	29025	32.341	1	9.3962e-230	1.8792e-229	1.4282e-227	True
mKate2_g2	mKate2	412.82	4340.4	412.82	4340.4	3.3911	7.713e+06	16975	30.146	1	6.0978e-200	1.2196e-199	4.6343e-198	True
mKate2_g3	mKate2	372.9	3890.5	372.9	3890.5	3.3796	6.1866e+06	14891	28.826	1	5.1131e-183	1.0226e-182	2.5907e-181	True
mKate2_g1	mKate2	322.09	3361.4	322.09	3361.4	3.3795	4.6187e+06	12332	27.369	1	3.1711e-165	6.3423e-165	1.205e-163	True
mKate2_g5	mKate2	402.84	3078.5	402.84	3078.5	2.9308	3.5796e+06	16448	20.863	1	5.8275e-97	1.1655e-96	1.7716e-95	True
mKate2_g4	mKate2	946.32	2480.4	946.32	2480.4	1.3892	1.1767e+06	49440	6.8994	1	2.612e-12	5.224e-12	6.6171e-11	True
SOX9_g2	SOX9	553.46	1509.2	553.46	1509.2	1.4456	4.567e+05	24764	6.0733	1	6.2658e-10	1.2532e-09	1.3606e-08	True
SOX9_g5	SOX9	743.08	1834.4	743.08	1834.4	1.3026	5.9549e+05	36200	5.7358	1	4.8517e-09	9.7035e-09	9.2183e-08	True
SOX9_g4	SOX9	499.02	1055.9	499.02	1055.9	1.0797	1.5504e+05	21671	3.7827	0.99992	7.76e-05	0.0001552	0.0013106	True
SOX9_g1	SOX9	1086	1691.8	1086	1691.8	0.63903	1.8349e+05	59048	2.493	0.99367	0.0063334	0.012667	0.096268	True
ROSA26_g1	ROSA26	6372	4761.4	6372	4761.4	-0.42028	1.297e+06	5.7958e+05	2.1156	0.017191	0.98281	0.034382	0.23755	False
SOX9_g6	SOX9	1891.7	2590.7	1891.7	2590.7	0.45341	2.4425e+05	1.2082e+05	2.0108	0.97783	0.022172	0.044345	0.28085	True
LRIG1_g5	LRIG1	4004.9	2891.4	4004.9	2891.4	-0.46985	6.199e+05	3.1813e+05	1.9741	0.024185	0.97582	0.04837	0.28278	False
SOX9_g3	SOX9	544.38	838.68	544.38	838.68	0.62257	43305	24242	1.8902	0.97063	0.029373	0.058747	0.31891	True
PROM1_g6	PROM1	4497.5	3418.2	4497.5	3418.2	-0.39579	5.8245e+05	3.6956e+05	1.7754	0.037913	0.96209	0.075826	0.35246	False
ROSA26_g6	ROSA26	2767.3	1983.7	2767.3	1983.7	-0.48011	3.0704e+05	1.974e+05	1.7638	0.038885	0.96111	0.077771	0.35246	False
AAVS1_g1	AAVS1	2345.4	1658.4	2345.4	1658.4	-0.49976	2.3596e+05	1.5944e+05	1.7204	0.042681	0.95732	0.085361	0.35246	False
ROSA26_g2	ROSA26	2691.1	1948	2691.1	1948	-0.46597	2.7607e+05	1.9041e+05	1.7029	0.044296	0.9557	0.088592	0.35246	False
ROSA26_g3	ROSA26	3149.3	2333.4	3149.3	2333.4	-0.43243	3.3283e+05	2.3326e+05	1.6893	0.045581	0.95442	0.091161	0.35246	False
PROM1_g5	PROM1	1948.9	1353.3	1948.9	1353.3	-0.5259	1.774e+05	1.2555e+05	1.6811	0.046376	0.95362	0.092752	0.35246	False
PROM1_g4	PROM1	3263.6	2462.6	3263.6	2462.6	-0.40614	3.208e+05	2.4425e+05	1.6208	0.052535	0.94747	0.10507	0.37568	False
ROSA26_g4	ROSA26	2419.8	1796.5	2419.8	1796.5	-0.42945	1.9422e+05	1.66e+05	1.5297	0.063046	0.93695	0.12609	0.37568	False
PROM1_g3	PROM1	2094.1	1537	2094.1	1537	-0.44591	1.5515e+05	1.3774e+05	1.5009	0.066693	0.93331	0.13339	0.37568	False
LRIG1_g4	LRIG1	2646.6	1999.2	2646.6	1999.2	-0.40451	2.0954e+05	1.8636e+05	1.4996	0.066857	0.93314	0.13371	0.37568	False
CCR5_g2	CCR5	2232	1671.8	2232	1671.8	-0.41671	1.569e+05	1.4956e+05	1.4485	0.07374	0.92626	0.14748	0.37568	False
ROSA26_g5	ROSA26	1876.3	1381.1	1876.3	1381.1	-0.44181	1.2262e+05	1.1955e+05	1.4323	0.076033	0.92397	0.15207	0.37568	False
LRIG1_g2	LRIG1	1337.4	941.15	1337.4	941.15	-0.50645	78495	77234	1.4257	0.076975	0.92303	0.15395	0.37568	False
LRIG1_g3	LRIG1	1581.4	1140.5	1581.4	1140.5	-0.47119	97205	95880	1.424	0.07723	0.92277	0.15446	0.37568	False
LRIG1_g1	LRIG1	2245.6	1694.1	2245.6	1694.1	-0.40639	1.5208e+05	1.5074e+05	1.4205	0.077731	0.92227	0.15546	0.37568	False
CTRL0008_g8	CTRL	2097.7	1579.4	2097.7	1579.4	-0.40925	1.3434e+05	1.3805e+05	1.3951	0.081498	0.9185	0.163	0.37568	False
LRIG1_g6	LRIG1	1449.9	1044.7	1449.9	1044.7	-0.47241	82071	85716	1.3838	0.083207	0.91679	0.16641	0.37568	False
AAVS1_g8	AAVS1	2310	1763.1	2310	1763.1	-0.38957	1.4954e+05	1.5635e+05	1.3831	0.08332	0.91668	0.16664	0.37568	False
CTRL0010_g10	CTRL	3000.5	2361.2	3000.5	2361.2	-0.34552	2.0431e+05	2.1913e+05	1.3656	0.086038	0.91396	0.17208	0.37568	False
CTRL0007_g7	CTRL	2122.2	1623.9	2122.2	1623.9	-0.38588	1.2415e+05	1.4014e+05	1.3311	0.091581	0.90842	0.18316	0.37568	False
CTRL0003_g3	CTRL	5347.7	4455.1	5347.7	4455.1	-0.26338	3.983e+05	4.6216e+05	1.3129	0.094614	0.90539	0.18923	0.37568	False
AAVS1_g9	AAVS1	763.05	509	763.05	509	-0.58316	32269	37459	1.3128	0.094622	0.90538	0.18924	0.37568	False
CTRL0001_g1	CTRL	1810.1	1366.6	1810.1	1366.6	-0.40518	98329	1.1413e+05	1.3127	0.094646	0.90535	0.18929	0.37568	False
CTRL0005_g5	CTRL	1840.9	1398.9	1840.9	1398.9	-0.39587	97686	1.1665e+05	1.2942	0.0978	0.9022	0.1956	0.37568	False
CCR5_g6	CCR5	1491.6	1107.1	1491.6	1107.1	-0.42975	73923	88913	1.2895	0.09861	0.90139	0.19722	0.37568	False
AAVS1_g2	AAVS1	2061.4	1591.6	2061.4	1591.6	-0.37294	1.1036e+05	1.3498e+05	1.2787	0.10049	0.89951	0.20099	0.37568	False
AAVS1_g5	AAVS1	1708.5	1295.3	1708.5	1295.3	-0.3991	85336	1.0593e+05	1.2693	0.10216	0.89784	0.20433	0.37568	False
AAVS1_g7	AAVS1	1273.9	934.47	1273.9	934.47	-0.44658	57593	72536	1.2602	0.10381	0.89619	0.20761	0.37568	False
CTRL0004_g4	CTRL	943.6	667.16	943.6	667.16	-0.49951	38210	49257	1.2456	0.10645	0.89355	0.2129	0.37629	False
CTRL0009_g9	CTRL	1832.8	1419	1832.8	1419	-0.36895	85613	1.1598e+05	1.2151	0.11217	0.88783	0.22434	0.37921	False
