id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	5.4018	4.1512e-06	4.999e-06	5e-05	1	5	5.4018
SOX9	6	0.99999	1.0	0.999995	9	0	1.2578	0.36283	0.36269	0.97348	2	0	1.2578
KRT20	6	0.89134	0.94929	0.999995	8	1	-0.31853	0.69069	0.68962	0.97348	3	0	-0.31853
ROSA26	10	0.012577	0.067372	0.336858	1	8	-0.42392	0.83419	0.83493	0.97348	4	0	-0.42392
CCR5	10	0.789	0.9401	0.999995	7	4	-0.40362	0.8796	0.88022	0.97348	5	0	-0.40362
AAVS1	10	0.47163	0.77557	0.999995	6	5	-0.48241	0.9135	0.9138	0.97348	6	0	-0.48241
PROM1	6	0.034234	0.12029	0.40097	3	5	-0.43888	0.9404	0.94007	0.97348	7	0	-0.43888
CTRL	10	0.27192	0.59063	0.999995	5	5	-0.38186	0.94844	0.94928	0.97348	8	0	-0.38186
LRIG1	6	0.01429	0.061493	0.336858	2	5	-0.54237	0.95395	0.95404	0.97348	9	0	-0.54237
EGFP	6	0.081486	0.23786	0.594644	4	5	-0.37434	0.97349	0.97348	0.97348	10	0	-0.37434
