id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	0.79157	0.03883	0.038527	0.385273	1	1	0.79157
KRT20	6	0.99582	0.99563	0.999995	9	0	0.39032	0.30665	0.30693	0.999995	2	0	0.39032
SOX9	6	0.20185	0.43626	0.885313	5	4	-0.024768	0.46388	0.46355	0.999995	3	0	-0.024768
AAVS1	10	0.96803	0.99098	0.999995	8	2	0.13749	0.73692	0.73683	0.999995	4	0	0.13749
CCR5	10	0.16129	0.44266	0.885313	4	7	-0.055723	0.80615	0.80665	0.999995	5	0	-0.055723
PROM1	6	0.46388	0.70405	0.999995	6	2	0.15259	0.84834	0.84736	0.999995	6	0	0.15259
LRIG1	6	0.063167	0.19458	0.648587	3	5	-0.061611	0.86401	0.86292	0.999995	7	0	-0.061611
ROSA26	10	0.59574	0.85737	0.999995	7	3	0.09171	0.8796	0.88022	0.999995	8	0	0.09171
CTRL	10	0.00097155	0.0072236	0.036118	2	9	-0.14201	0.99091	0.99128	0.999995	9	0	-0.14201
EGFP	6	1.4365e-07	4.999e-06	5e-05	1	6	-0.58998	1.0	1.0	0.999995	10	0	-0.58998
