id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	6	0.99999	1.0	0.999995	10	0	0.72178	1.2003e-05	3.4993e-05	0.00035	1	6	0.72178
mKate2	6	0.99997	1.0	0.999995	9	0	0.88514	2.55e-05	7.4985e-05	0.000375	2	5	0.88514
EGFP	6	0.99985	0.99988	0.999995	8	0	0.30696	0.25794	0.37636	0.997705	3	2	0.30696
SOX9	6	0.11273	0.12443	0.622151	2	1	-0.18686	0.83119	0.8296	0.997705	4	0	-0.18686
LRIG1	6	0.24639	0.24725	0.824152	3	1	-0.16436	0.84834	0.84736	0.997705	5	0	-0.16436
ROSA26	10	0.04085	0.07343	0.622151	1	2	-0.20424	0.93855	0.93887	0.997705	6	0	-0.20424
AAVS1	10	0.73692	0.73683	0.999995	6	0	-0.17548	0.96404	0.96469	0.997705	7	0	-0.17548
PROM1	6	0.59021	0.58945	0.999995	5	0	-0.17013	0.96484	0.9649	0.997705	8	0	-0.17013
CTRL	10	0.96404	0.96469	0.999995	7	0	-0.13031	0.97012	0.97117	0.997705	9	0	-0.13031
CCR5	10	0.45684	0.45701	0.999995	4	0	-0.21977	0.99764	0.99771	0.997705	10	0	-0.21977
