id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	4.5985	4.1512e-06	1.4997e-05	0.000125	1	6	4.5985
KRT20	6	0.99999	1.0	0.999995	10	0	2.8924	6.9543e-06	2.4995e-05	0.000125	2	6	2.8924
LRIG1	6	0.98773	0.98771	0.999995	8	0	-0.11928	0.71922	0.71755	0.999995	3	0	-0.11928
AAVS1	10	0.59574	0.7275	0.999995	3	2	-0.25057	0.83419	0.83493	0.999995	4	0	-0.25057
CTRL	10	0.85853	0.86705	0.999995	4	1	-0.19011	0.89781	0.8985	0.999995	5	0	-0.19011
ROSA26	10	0.94844	0.94928	0.999995	7	0	-0.17702	0.9135	0.9138	0.999995	6	0	-0.17702
PROM1	6	0.86401	0.86292	0.999995	5	0	-0.22194	0.91393	0.91393	0.999995	7	0	-0.22194
CCR5	10	0.89781	0.89883	0.999995	6	1	-0.2385	0.97526	0.97604	0.999995	8	0	-0.2385
mKate2	6	1.9796e-05	6.4987e-05	0.000325	2	6	-0.56934	0.99998	1.0	0.999995	9	0	-0.56934
SOX9	6	6.9543e-06	2.4995e-05	0.00025	1	6	-0.57541	0.99999	1.0	0.999995	10	0	-0.57541
