sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
mKate2_g2	mKate2	311.73	5477.2	311.73	5477.2	4.1307	1.3341e+07	9.2706e+05	5.3648	1	6.4616e-08	1.2923e-07	9.8216e-06	True
mKate2_g3	mKate2	321.75	4998.3	321.75	4998.3	3.9532	1.0935e+07	9.9997e+05	4.6766	1	2.3286e-06	4.6571e-06	0.00017412	True
mKate2_g1	mKate2	272.64	4041.6	272.64	4041.6	3.8849	7.1024e+06	6.7282e+05	4.5948	1	3.4366e-06	6.8733e-06	0.00017412	True
mKate2_g6	mKate2	480.12	7331.9	480.12	7331.9	3.9299	2.3473e+07	2.6053e+06	4.2449	0.99998	1.7721e-05	3.5441e-05	0.00067338	True
mKate2_g5	mKate2	414.97	3862	414.97	3862	3.2152	5.9409e+06	1.8379e+06	2.5426	0.99113	0.0088705	0.017741	0.26966	True
ROSA26_g6	ROSA26	3185.4	2154	3185.4	2154	-0.56428	5.3197e+05	2.4109e+08	1.315	0.094261	0.90574	0.18852	0.32026	False
ROSA26_g1	ROSA26	6529.3	5034.2	6529.3	5034.2	-0.37508	1.1175e+06	1.3427e+09	1.3083	0.095388	0.90461	0.19078	0.32026	False
LRIG1_g5	LRIG1	3804.9	2816.4	3804.9	2816.4	-0.43386	4.8854e+05	3.6884e+08	1.2801	0.10025	0.89975	0.20051	0.32026	False
EGFP_g3	EGFP	1700	1112.4	1700	1112.4	-0.61139	1.7262e+05	5.3657e+07	1.2756	0.10104	0.89896	0.20209	0.32026	False
CTRL0003_g3	CTRL	5639.2	4499.5	5639.2	4499.5	-0.32566	6.4945e+05	9.4556e+08	1.2747	0.10121	0.89879	0.20243	0.32026	False
PROM1_g6	PROM1	4547.6	3507.8	4547.6	3507.8	-0.37445	5.4062e+05	5.6511e+08	1.2734	0.10143	0.89857	0.20287	0.32026	False
AAVS1_g8	AAVS1	2432.7	1761.9	2432.7	1761.9	-0.46521	2.2499e+05	1.2648e+08	1.2502	0.1056	0.8944	0.21121	0.32026	False
ROSA26_g3	ROSA26	3028.1	2315.6	3028.1	2315.6	-0.38688	2.5382e+05	2.1357e+08	1.2394	0.1076	0.8924	0.2152	0.32026	False
