sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g2	EGFP	367.58	1741.4	367.58	1741.4	2.2411	9.4376e+05	29850	7.952	1	9.3346e-16	1.8669e-15	1.4189e-13	True
EGFP_g5	EGFP	295.61	1456.1	295.61	1456.1	2.2964	6.7333e+05	24006	7.4898	1	3.5485e-14	7.0971e-14	2.6969e-12	True
EGFP_g3	EGFP	207.04	1012	207.04	1012	2.2838	3.2402e+05	16813	6.2084	1	2.8335e-10	5.6669e-10	1.3939e-08	True
EGFP_g4	EGFP	167.18	886.22	167.18	886.22	2.3993	2.5851e+05	13576	6.1711	1	3.668e-10	7.3361e-10	1.3939e-08	True
EGFP_g1	EGFP	310	1273.7	310	1273.7	2.0352	4.6437e+05	25175	6.0739	1	6.405e-10	1.281e-09	1.9471e-08	True
EGFP_g6	EGFP	507.08	1684	507.08	1684	1.7296	6.9258e+05	41178	5.7998	1	3.34e-09	6.6801e-09	8.4614e-08	True
KRT20_g2	KRT20	285.65	1117.8	285.65	1117.8	1.9646	3.4625e+05	23197	5.4638	1	2.4031e-08	4.8062e-08	5.2182e-07	True
KRT20_g5	KRT20	508.19	1593.7	508.19	1593.7	1.6471	5.8922e+05	41268	5.3437	1	4.5811e-08	9.1622e-08	8.7041e-07	True
KRT20_g3	KRT20	270.15	843.37	270.15	843.37	1.6388	1.6429e+05	21938	3.8701	0.99994	5.6304e-05	0.00011261	0.00095092	True
KRT20_g6	KRT20	233.61	733.05	233.61	733.05	1.6456	1.2472e+05	18971	3.6261	0.99985	0.00015064	0.00030129	0.0022898	True
KRT20_g1	KRT20	311.11	856.14	311.11	856.14	1.4575	1.4853e+05	25265	3.4289	0.99969	0.00031079	0.00062158	0.0042945	True
KRT20_g4	KRT20	152.79	458.61	152.79	458.61	1.5795	46764	12407	2.7455	0.9967	0.0033014	0.0066028	0.041818	True
SOX9_g1	SOX9	1531.2	1033	1531.2	1033	-0.56735	1.241e+05	1.2434e+05	1.4128	0.078852	0.92115	0.1577	0.89565	False
SOX9_g5	SOX9	1734.9	1215.4	1734.9	1215.4	-0.51312	1.3497e+05	1.4089e+05	1.3842	0.083149	0.91685	0.1663	0.89565	False
SOX9_g3	SOX9	625.55	360.14	625.55	360.14	-0.79485	35219	50799	1.1898	0.11705	0.88295	0.23411	0.89565	False
SOX9_g6	SOX9	1837.9	1430.5	1837.9	1430.5	-0.36126	82965	1.4925e+05	1.0544	0.14585	0.85415	0.2917	0.89565	False
CCR5_g2	CCR5	1152.6	834.25	1152.6	834.25	-0.4658	50658	93596	1.0407	0.149	0.851	0.298	0.89565	False
PROM1_g5	PROM1	917.84	685.64	917.84	685.64	-0.42026	26958	74535	0.85163	0.19721	0.80279	0.39442	0.89565	False
LRIG1_g5	LRIG1	1785.8	1478	1785.8	1478	-0.27284	47401	1.4502e+05	0.80852	0.2094	0.7906	0.41879	0.89565	False
SOX9_g2	SOX9	1106.1	864.34	1106.1	864.34	-0.35538	29212	89819	0.80682	0.20988	0.79012	0.41977	0.89565	False
CCR5_g9	CCR5	572.4	403.91	572.4	403.91	-0.50196	14195	46483	0.79217	0.21413	0.78587	0.42826	0.89565	False
PROM1_g3	PROM1	883.51	676.52	883.51	676.52	-0.38462	21423	71748	0.77406	0.21945	0.78055	0.4389	0.89565	False
ROSA26_g10	ROSA26	968.77	754.02	968.77	754.02	-0.36112	23058	78671	0.76635	0.22173	0.77827	0.44347	0.89565	False
CCR5_g6	CCR5	757.3	571.67	757.3	571.67	-0.40506	17229	61498	0.75144	0.22619	0.77381	0.45239	0.89565	False
ROSA26_g6	ROSA26	1296.5	1056.7	1296.5	1056.7	-0.29476	28743	1.0528e+05	0.73901	0.22995	0.77005	0.4599	0.89565	False
CCR5_g10	CCR5	861.37	667.4	861.37	667.4	-0.36759	18812	69949	0.73482	0.23123	0.76877	0.46245	0.89565	False
CCR5_g3	CCR5	677.58	513.32	677.58	513.32	-0.39987	13492	55025	0.70499	0.24041	0.75959	0.48082	0.89565	False
AAVS1_g5	AAVS1	845.87	662.84	845.87	662.84	-0.3513	16749	68691	0.69985	0.24201	0.75799	0.48402	0.89565	False
ROSA26_g1	ROSA26	2880.8	2542.9	2880.8	2542.9	-0.17996	57106	2.3394e+05	0.69872	0.24237	0.75763	0.48473	0.89565	False
ROSA26_g7	ROSA26	1139.3	928.16	1139.3	928.16	-0.29537	22282	92517	0.69426	0.24376	0.75624	0.48752	0.89565	False
PROM1_g6	PROM1	2114.7	1829.9	2114.7	1829.9	-0.20858	40552	1.7173e+05	0.68723	0.24597	0.75403	0.49194	0.89565	False
AAVS1_g8	AAVS1	1522.3	1285.6	1522.3	1285.6	-0.24371	28031	1.2363e+05	0.67343	0.25034	0.74966	0.50067	0.89565	False
LRIG1_g1	LRIG1	1080.6	886.22	1080.6	886.22	-0.28578	18889	87751	0.65644	0.25577	0.74423	0.51154	0.89565	False
CTRL0005_g5	CTRL	806.01	642.79	806.01	642.79	-0.32601	13322	65454	0.63986	0.26113	0.73887	0.52227	0.89565	False
CTRL0006_g6	CTRL	1603.2	1373.1	1603.2	1373.1	-0.22334	26466	1.3019e+05	0.63764	0.26185	0.73815	0.52371	0.89565	False
AAVS1_g2	AAVS1	984.27	811.46	984.27	811.46	-0.27822	14931	79929	0.61178	0.27034	0.72966	0.54068	0.89565	False
mKate2_g3	mKate2	1353	1151.5	1353	1151.5	-0.23235	20282	1.0987e+05	0.60767	0.2717	0.7283	0.5434	0.89565	False
CTRL0001_g1	CTRL	804.91	651.9	804.91	651.9	-0.30374	11705	65364	0.60024	0.27417	0.72583	0.54835	0.89565	False
CTRL0003_g3	CTRL	2302.9	2045.1	2302.9	2045.1	-0.17122	33239	1.8701e+05	0.59622	0.27552	0.72448	0.55103	0.89565	False
AAVS1_g3	AAVS1	815.98	674.7	815.98	674.7	-0.27392	9980	66263	0.55042	0.29102	0.70898	0.58203	0.89565	False
CCR5_g4	CCR5	503.76	395.7	503.76	395.7	-0.34754	5838.2	40909	0.54735	0.29207	0.70793	0.58414	0.89565	False
LRIG1_g6	LRIG1	611.15	491.43	611.15	491.43	-0.31396	7166.2	49630	0.54362	0.29335	0.70665	0.5867	0.89565	False
LRIG1_g3	LRIG1	662.08	537.93	662.08	537.93	-0.29908	7706.3	53766	0.5398	0.29467	0.70533	0.58933	0.89565	False
