id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.5933	0.03883	0.038527	0.385273	1	1	2.5933
KRT20	6	0.81245	0.90733	0.999995	8	1	-0.1094	0.36283	0.36269	0.996406	2	0	-0.1094
SOX9	6	0.99998	1.0	0.999995	9	0	0.67097	0.46388	0.46355	0.996406	3	0	0.67097
EGFP	6	0.30751	0.57306	0.999995	5	4	-0.15525	0.81245	0.8112	0.996406	4	0	-0.15525
AAVS1	10	0.59574	0.85737	0.999995	7	4	-0.45246	0.8796	0.88022	0.996406	5	0	-0.45246
ROSA26	10	0.0029417	0.018851	0.094256	1	9	-0.44963	0.89781	0.8985	0.996406	6	0	-0.44963
LRIG1	6	0.11168	0.30322	0.999995	3	3	-0.41906	0.92366	0.92391	0.996406	7	0	-0.41906
CTRL	10	0.15003	0.4215	0.999995	4	6	-0.4032	0.92698	0.92732	0.996406	8	0	-0.4032
CCR5	10	0.53992	0.82145	0.999995	6	5	-0.40818	0.96404	0.96469	0.996406	9	0	-0.40818
PROM1	6	0.0034202	0.016432	0.094256	2	6	-0.461	0.99658	0.99641	0.996406	10	0	-0.461
