id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SOX9	6	1.0	1.0	0.999995	10	0	1.0226	0.03883	0.038527	0.385273	1	1	1.0226
EGFP	6	0.99776	0.99756	0.999995	9	0	0.37301	0.41517	0.41486	0.999995	2	0	0.37301
CTRL	10	0.042122	0.17333	0.460598	3	8	0.17591	0.64619	0.64662	0.999995	3	0	0.17591
CCR5	10	0.93855	0.98455	0.999995	8	2	0.31493	0.69458	0.6952	0.999995	4	0	0.31493
ROSA26	10	0.43747	0.75138	0.999995	6	5	0.26402	0.77391	0.77465	0.999995	5	0	0.26402
AAVS1	10	0.8796	0.96805	0.999995	7	1	0.32727	0.89781	0.8985	0.999995	6	0	0.32727
LRIG1	6	0.071906	0.21572	0.460598	4	5	0.21729	0.95395	0.95404	0.999995	7	0	0.21729
PROM1	6	0.078023	0.2303	0.460598	5	5	0.14157	0.98029	0.98056	0.999995	8	0	0.14157
mKate2	6	1.1191e-05	3.4993e-05	0.000175	2	6	-1.6381	0.99999	1.0	0.999995	9	0	-1.6381
KRT20	6	6.9543e-06	2.4995e-05	0.000175	1	6	-1.4215	0.99999	1.0	0.999995	10	0	-1.4215
