sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
mKate2_g2	mKate2	338.35	5933.4	338.35	5933.4	4.1283	1.5652e+07	2.8139e+06	3.3354	0.99927	0.00073435	0.0014687	0.070218	True
mKate2_g1	mKate2	295.92	4919.4	295.92	4919.4	4.0506	1.0688e+07	1.9996e+06	3.2696	0.99908	0.00092393	0.0018479	0.070218	True
mKate2_g3	mKate2	349.23	5598.5	349.23	5598.5	3.9989	1.3777e+07	3.0504e+06	3.0055	0.99771	0.0022885	0.0045771	0.11595	True
mKate2_g6	mKate2	521.12	8241.8	521.12	8241.8	3.9807	2.9804e+07	8.4636e+06	2.6539	0.99303	0.0069671	0.013934	0.18544	True
ROSA26_g1	ROSA26	7086.8	5060.9	7086.8	5060.9	-0.48566	2.0522e+06	6.5721e+09	1.6799	0.046485	0.95351	0.09297	0.18544	False
ROSA26_g6	ROSA26	3457.5	2074.3	3457.5	2074.3	-0.73679	9.5654e+05	1.0543e+09	1.6762	0.04685	0.95315	0.093699	0.18544	False
mKate2_g5	mKate2	450.41	4478	450.41	4478	3.3107	8.1109e+06	5.8354e+06	1.6673	0.91684	0.083155	0.16631	0.18544	True
CTRL0003_g3	CTRL	6120.7	4516	6120.7	4516	-0.43859	1.2876e+06	4.5229e+09	1.6462	0.049863	0.95014	0.099726	0.18544	False
PROM1_g6	PROM1	4936	3532.5	4936	3532.5	-0.48254	9.8492e+05	2.6133e+09	1.6344	0.051088	0.94891	0.10218	0.18544	False
LRIG1_g5	LRIG1	4129.8	2893.1	4129.8	2893.1	-0.51329	7.6468e+05	1.6586e+09	1.6228	0.052321	0.94768	0.10464	0.18544	False
CTRL0006_g6	CTRL	3516.2	2434.2	3516.2	2434.2	-0.53037	5.8534e+05	1.1006e+09	1.6086	0.053847	0.94615	0.10769	0.18544	False
PROM1_g4	PROM1	3541.2	2523.1	3541.2	2523.1	-0.48892	5.1835e+05	1.1207e+09	1.5953	0.055321	0.94468	0.11064	0.18544	False
ROSA26_g4	ROSA26	2631.7	1782	2631.7	1782	-0.56228	3.6105e+05	5.2574e+08	1.5836	0.056639	0.94336	0.11328	0.18544	False
AAVS1_g8	AAVS1	2640.4	1828.2	2640.4	1828.2	-0.53009	3.2984e+05	5.3019e+08	1.5729	0.057873	0.94213	0.11575	0.18544	False
ROSA26_g3	ROSA26	3286.7	2416.7	3286.7	2416.7	-0.44345	3.7845e+05	9.2653e+08	1.5702	0.05818	0.94182	0.11636	0.18544	False
ROSA26_g2	ROSA26	2998.4	2154.8	2998.4	2154.8	-0.47641	3.5578e+05	7.3316e+08	1.5702	0.05819	0.94181	0.11638	0.18544	False
CTRL0010_g10	CTRL	3297.5	2449	3297.5	2449	-0.42902	3.5998e+05	9.3437e+08	1.5656	0.058718	0.94128	0.11744	0.18544	False
AAVS1_g1	AAVS1	2581.7	1811.6	2581.7	1811.6	-0.51083	2.9653e+05	5.0063e+08	1.5634	0.058984	0.94102	0.11797	0.18544	False
ROSA26_g8	ROSA26	1838.6	1194.5	1838.6	1194.5	-0.62185	2.0747e+05	2.1069e+08	1.5597	0.059411	0.94059	0.11882	0.18544	False
PROM1_g3	PROM1	2237.9	1528.5	2237.9	1528.5	-0.54977	2.5165e+05	3.4775e+08	1.559	0.059492	0.94051	0.11898	0.18544	False
AAVS1_g3	AAVS1	1655.8	1061.2	1655.8	1061.2	-0.64135	1.7679e+05	1.6133e+08	1.5536	0.060145	0.93985	0.12029	0.18544	False
CCR5_g2	CCR5	2482.7	1759.8	2482.7	1759.8	-0.49628	2.6131e+05	4.5312e+08	1.5534	0.060169	0.93983	0.12034	0.18544	False
LRIG1_g4	LRIG1	2946.1	2181.7	2946.1	2181.7	-0.43323	2.9222e+05	7.0104e+08	1.5529	0.060228	0.93977	0.12046	0.18544	False
EGFP_g1	EGFP	2776.4	2080.8	2776.4	2080.8	-0.41591	2.4194e+05	6.0262e+08	1.5393	0.061871	0.93813	0.12374	0.18544	False
PROM1_g2	PROM1	3126.7	2423.1	3126.7	2423.1	-0.36765	2.4753e+05	8.1587e+08	1.5374	0.062102	0.9379	0.1242	0.18544	False
KRT20_g5	KRT20	3467.3	2776.6	3467.3	2776.6	-0.32039	2.3853e+05	1.0619e+09	1.5339	0.062526	0.93747	0.12505	0.18544	False
EGFP_g2	EGFP	3418.3	2734	3418.3	2734	-0.32216	2.3413e+05	1.0241e+09	1.5327	0.062674	0.93733	0.12535	0.18544	False
PROM1_g5	PROM1	2121.5	1507.2	2121.5	1507.2	-0.49295	1.8869e+05	3.0347e+08	1.5323	0.062718	0.93728	0.12544	0.18544	False
CCR5_g7	CCR5	3200.7	2524	3200.7	2524	-0.34257	2.2898e+05	8.66e+08	1.5315	0.062823	0.93718	0.12565	0.18544	False
ROSA26_g7	ROSA26	2101.9	1505.3	2101.9	1505.3	-0.48135	1.7795e+05	2.9638e+08	1.5271	0.063373	0.93663	0.12675	0.18544	False
CTRL0008_g8	CTRL	2217.2	1619.1	2217.2	1619.1	-0.4533	1.7886e+05	3.3962e+08	1.5239	0.063768	0.93623	0.12754	0.18544	False
ROSA26_g5	ROSA26	2063.8	1487.7	2063.8	1487.7	-0.47192	1.6593e+05	2.8288e+08	1.5214	0.06408	0.93592	0.12816	0.18544	False
CCR5_g5	CCR5	1792.9	1254.6	1792.9	1254.6	-0.51475	1.449e+05	1.976e+08	1.5188	0.064407	0.93559	0.12881	0.18544	False
AAVS1_g2	AAVS1	2284.7	1697.8	2284.7	1697.8	-0.42813	1.7223e+05	3.6659e+08	1.5188	0.064411	0.93559	0.12882	0.18544	False
AAVS1_g5	AAVS1	1835.4	1297.2	1835.4	1297.2	-0.50039	1.4483e+05	2.0974e+08	1.5166	0.064678	0.93532	0.12936	0.18544	False
CTRL0002_g2	CTRL	1898.5	1361	1898.5	1361	-0.47987	1.4443e+05	2.2862e+08	1.5136	0.065061	0.93494	0.13012	0.18544	False
CCR5_g6	CCR5	1601.4	1101	1601.4	1101	-0.54014	1.2522e+05	1.4816e+08	1.5136	0.065068	0.93493	0.13014	0.18544	False
CTRL0007_g7	CTRL	2241.2	1674.6	2241.2	1674.6	-0.42017	1.6047e+05	3.4904e+08	1.5135	0.065079	0.93492	0.13016	0.18544	False
LRIG1_g1	LRIG1	2280.3	1720	2280.3	1720	-0.40664	1.5699e+05	3.6481e+08	1.5109	0.065412	0.93459	0.13082	0.18544	False
ROSA26_g10	ROSA26	2676.3	2101.2	2676.3	2101.2	-0.34892	1.6541e+05	5.4876e+08	1.5108	0.06542	0.93458	0.13084	0.18544	False
EGFP_g6	EGFP	3423.7	2861.7	3423.7	2861.7	-0.25863	1.5795e+05	1.0283e+09	1.5104	0.065476	0.93452	0.13095	0.18544	False
CTRL0005_g5	CTRL	2033.4	1495.1	2033.4	1495.1	-0.44332	1.4484e+05	2.7235e+08	1.5093	0.065609	0.93439	0.13122	0.18544	False
CTRL0001_g1	CTRL	2033.4	1506.2	2033.4	1506.2	-0.43266	1.3892e+05	2.7235e+08	1.5055	0.066098	0.9339	0.1322	0.18544	False
PROM1_g1	PROM1	2026.8	1514.6	2026.8	1514.6	-0.42007	1.312e+05	2.7013e+08	1.5006	0.066732	0.93327	0.13346	0.18544	False
EGFP_g5	EGFP	2928.7	2430.5	2928.7	2430.5	-0.2689	1.241e+05	6.9053e+08	1.4938	0.067616	0.93238	0.13523	0.18544	False
CCR5_g1	CCR5	1420.8	993.68	1420.8	993.68	-0.51546	91236	1.092e+08	1.4895	0.068173	0.93183	0.13635	0.18544	False
CCR5_g10	CCR5	1826.6	1367.5	1826.6	1367.5	-0.41743	1.0542e+05	2.0722e+08	1.4863	0.068602	0.9314	0.1372	0.18544	False
LRIG1_g3	LRIG1	1548.1	1115.8	1548.1	1115.8	-0.47208	93454	1.359e+08	1.4848	0.068796	0.9312	0.13759	0.18544	False
CCR5_g8	CCR5	2026.8	1570.1	2026.8	1570.1	-0.36817	1.0431e+05	2.7013e+08	1.4819	0.069185	0.93081	0.13837	0.18544	False
KRT20_g3	KRT20	2229.2	1775.5	2229.2	1775.5	-0.32814	1.0292e+05	3.4431e+08	1.4797	0.069474	0.93053	0.13895	0.18544	False
CCR5_g9	CCR5	1300.1	920.59	1300.1	920.59	-0.49752	72010	8.707e+07	1.4717	0.07055	0.92945	0.1411	0.18544	False
KRT20_g1	KRT20	1863.6	1461.8	1863.6	1461.8	-0.35013	80722	2.1808e+08	1.4645	0.071534	0.92847	0.14307	0.18544	False
LRIG1_g6	LRIG1	1455.7	1089.9	1455.7	1089.9	-0.41714	66890	1.1615e+08	1.4569	0.07257	0.92743	0.14514	0.18544	False
LRIG1_g2	LRIG1	1349	993.68	1349	993.68	-0.4407	63142	9.5676e+07	1.4557	0.072736	0.92726	0.14547	0.18544	False
CTRL0009_g9	CTRL	1918	1551.6	1918	1551.6	-0.30571	67143	2.3468e+08	1.452	0.073254	0.92675	0.14651	0.18544	False
EGFP_g3	EGFP	1845.1	1497.9	1845.1	1497.9	-0.30059	60282	2.1261e+08	1.445	0.074226	0.92577	0.14845	0.18544	False
CCR5_g3	CCR5	1345.8	1027.9	1345.8	1027.9	-0.38839	50520	9.5087e+07	1.4362	0.075479	0.92452	0.15096	0.18544	False
AAVS1_g6	AAVS1	892.11	618.04	892.11	618.04	-0.5288	37556	3.3331e+07	1.435	0.07565	0.92435	0.1513	0.18544	False
AAVS1_g7	AAVS1	1278.3	967.77	1278.3	967.77	-0.40115	48222	8.3403e+07	1.4342	0.07576	0.92424	0.15152	0.18544	False
KRT20_g2	KRT20	2477.2	2214	2477.2	2214	-0.16198	34637	4.5059e+08	1.4328	0.075954	0.92405	0.15191	0.18544	False
AAVS1_g10	AAVS1	1177.1	881.73	1177.1	881.73	-0.41648	43637	6.7588e+07	1.4291	0.076483	0.92352	0.15297	0.18544	False
AAVS1_g9	AAVS1	768.08	523.67	768.08	523.67	-0.55173	29869	2.2756e+07	1.4243	0.077181	0.92282	0.15436	0.18544	False
KRT20_g4	KRT20	1072.7	800.31	1072.7	800.31	-0.42217	37100	5.3332e+07	1.4192	0.077925	0.92207	0.15585	0.18544	False
EGFP_g4	EGFP	1763.5	1490.5	1763.5	1490.5	-0.24252	37272	1.8945e+08	1.4176	0.078157	0.92184	0.15631	0.18544	False
CTRL0004_g4	CTRL	949.77	703.16	949.77	703.16	-0.43319	30408	3.9103e+07	1.4074	0.079649	0.92035	0.1593	0.18544	False
AAVS1_g4	AAVS1	970.44	732.77	970.44	732.77	-0.4048	28244	4.1309e+07	1.3996	0.080818	0.91918	0.16164	0.18544	False
KRT20_g6	KRT20	1488.3	1249	1488.3	1249	-0.25266	28623	1.2291e+08	1.3988	0.08093	0.91907	0.16186	0.18544	False
ROSA26_g9	ROSA26	790.93	585.66	790.93	585.66	-0.43285	21068	2.4522e+07	1.3834	0.083268	0.91673	0.16654	0.18544	False
CCR5_g4	CCR5	1053.1	844.72	1053.1	844.72	-0.31779	21716	5.0885e+07	1.3775	0.084181	0.91582	0.16836	0.18544	False
SOX9_g4	SOX9	538.53	1896.7	538.53	1896.7	1.8145	9.223e+05	9.2032e+06	0.44769	0.42644	0.57356	0.85288	0.85288	True
SOX9_g2	SOX9	762.65	2820.1	762.65	2820.1	1.8853	2.1165e+06	2.2347e+07	0.43522	0.41196	0.58804	0.82392	0.83491	True
SOX9_g5	SOX9	951.95	3470.5	951.95	3470.5	1.8651	3.1715e+06	3.9331e+07	0.40159	0.38608	0.61392	0.77216	0.79303	True
mKate2_g4	mKate2	1072.7	3095.8	1072.7	3095.8	1.5282	2.0464e+06	5.3332e+07	0.27702	0.29998	0.70002	0.59997	0.62462	True
SOX9_g3	SOX9	652.76	1452.6	652.76	1452.6	1.1528	3.1986e+05	1.503e+07	0.20631	0.26211	0.73789	0.52423	0.55335	True
SOX9_g1	SOX9	1405.6	3177.2	1405.6	3177.2	1.176	1.5692e+06	1.0624e+08	0.17187	0.22097	0.77903	0.44193	0.47306	True
SOX9_g6	SOX9	2444.6	3594.5	2444.6	3594.5	0.55599	6.6109e+05	4.3561e+08	0.055093	0.12548	0.87452	0.25095	0.27246	True
