sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
mKate2_g2	mKate2	1962.9	3970.2	1962.9	3970.2	1.0158	2.0145e+06	2.1345e+05	4.3447	0.99999	6.9748e-06	1.395e-05	0.001011	True
mKate2_g5	mKate2	1559.7	3172.2	1559.7	3172.2	1.0238	1.3002e+06	1.4736e+05	4.2007	0.99999	1.3303e-05	2.6606e-05	0.001011	True
mKate2_g1	mKate2	1682.5	3299.1	1682.5	3299.1	0.97105	1.3067e+06	1.665e+05	3.9618	0.99996	3.719e-05	7.4381e-05	0.0018843	True
mKate2_g3	mKate2	1980.7	3764	1980.7	3764	0.92589	1.59e+06	2.1657e+05	3.8319	0.99994	6.3584e-05	0.00012717	0.0024162	True
mKate2_g6	mKate2	2952.4	5281.8	2952.4	5281.8	0.8389	2.7129e+06	4.1219e+05	3.6282	0.99986	0.00014273	0.00028546	0.004339	True
KRT20_g6	KRT20	1513.9	2836.7	1513.9	2836.7	0.90549	8.7489e+05	1.4046e+05	3.5295	0.99979	0.0002082	0.0004164	0.0052743	True
KRT20_g5	KRT20	3686.1	6205.4	3686.1	6205.4	0.75127	3.1734e+06	5.8962e+05	3.2809	0.99948	0.0005174	0.0010348	0.011235	True
KRT20_g3	KRT20	1818	3205.2	1818	3205.2	0.81767	9.6205e+05	1.8864e+05	3.1937	0.9993	0.0007023	0.0014046	0.013344	True
KRT20_g2	KRT20	2611	4291	2611	4291	0.71651	1.4113e+06	3.3809e+05	2.8894	0.99807	0.00193	0.00386	0.032596	True
KRT20_g1	KRT20	2204.4	3365	2204.4	3365	0.61002	6.7354e+05	2.5733e+05	2.288	0.98893	0.01107	0.022139	0.16826	True
KRT20_g4	KRT20	1141.2	1733.7	1141.2	1733.7	0.60297	1.7558e+05	89111	1.9851	0.97643	0.023566	0.047132	0.32564	True
EGFP_g3	EGFP	3309.9	4526.5	3309.9	4526.5	0.45148	7.4005e+05	4.9563e+05	1.7281	0.95801	0.041987	0.083973	0.53183	True
EGFP_g6	EGFP	6486	8493	6486	8493	0.3889	2.0141e+06	1.4678e+06	1.6566	0.9512	0.048797	0.097595	0.57055	True
mKate2_g4	mKate2	2234	3002.6	2234	3002.6	0.42643	2.9539e+05	2.6293e+05	1.499	0.93306	0.066943	0.13389	0.72681	True
EGFP_g2	EGFP	6048.9	7621.9	6048.9	7621.9	0.33343	1.2372e+06	1.3114e+06	1.3736	0.91522	0.084778	0.16956	0.83431	True
EGFP_g5	EGFP	5849.8	7216.8	5849.8	7216.8	0.30293	9.344e+05	1.2424e+06	1.2264	0.88998	0.11002	0.22003	0.83431	True
EGFP_g1	EGFP	5155.9	6381.1	5155.9	6381.1	0.30751	7.5046e+05	1.0133e+06	1.217	0.8882	0.1118	0.22359	0.83431	True
AAVS1_g8	AAVS1	5720.2	4403.3	5720.2	4403.3	-0.3774	8.6707e+05	1.1983e+06	1.203	0.11449	0.88551	0.22898	0.83431	False
CCR5_g9	CCR5	2080.7	1519	2080.7	1519	-0.45366	1.5773e+05	2.3446e+05	1.16	0.12303	0.87697	0.24605	0.83431	False
SOX9_g3	SOX9	1693.5	1229.8	1693.5	1229.8	-0.46122	1.0749e+05	1.6826e+05	1.1304	0.12915	0.87085	0.2583	0.83431	False
EGFP_g4	EGFP	3515.8	4332.5	3515.8	4332.5	0.30128	3.3353e+05	5.463e+05	1.105	0.86542	0.13458	0.26916	0.83431	True
LRIG1_g5	LRIG1	7048.5	5651.4	7048.5	5651.4	-0.31865	9.7593e+05	1.6787e+06	1.0783	0.14045	0.85955	0.2809	0.83431	False
LRIG1_g1	LRIG1	4131.7	3295.5	4131.7	3295.5	-0.32617	3.4965e+05	7.0883e+05	0.99326	0.16029	0.83971	0.32058	0.83431	False
PROM1_g2	PROM1	5340.6	4313	5340.6	4313	-0.30825	5.28e+05	1.0726e+06	0.99224	0.16054	0.83946	0.32108	0.83431	False
ROSA26_g6	ROSA26	5308.4	4319.1	5308.4	4319.1	-0.29749	4.8938e+05	1.0622e+06	0.95994	0.16854	0.83146	0.33709	0.83431	False
ROSA26_g7	ROSA26	4678.1	3785.9	4678.1	3785.9	-0.30521	3.9801e+05	8.6615e+05	0.95866	0.16886	0.83114	0.33773	0.83431	False
PROM1_g1	PROM1	3515.8	2829.4	3515.8	2829.4	-0.31327	2.3558e+05	5.463e+05	0.92869	0.17652	0.82348	0.35305	0.83431	False
LRIG1_g2	LRIG1	2450.9	1958.2	2450.9	1958.2	-0.3236	1.2135e+05	3.0529e+05	0.89164	0.18629	0.81371	0.37259	0.83431	False
ROSA26_g5	ROSA26	3515	2867.2	3515	2867.2	-0.29377	2.0979e+05	5.4609e+05	0.87654	0.19037	0.80963	0.38073	0.83431	False
CCR5_g6	CCR5	3011.7	2441.4	3011.7	2441.4	-0.30277	1.6264e+05	4.2562e+05	0.87421	0.191	0.809	0.382	0.83431	False
AAVS1_g3	AAVS1	2977	2445.1	2977	2445.1	-0.28388	1.4148e+05	4.1773e+05	0.82303	0.20525	0.79475	0.41049	0.83431	False
AAVS1_g9	AAVS1	1406.3	1116.4	1406.3	1116.4	-0.33283	42032	1.2474e+05	0.82102	0.20582	0.79418	0.41163	0.83431	False
CTRL0003_g3	CTRL	9733.3	8395.4	9733.3	8395.4	-0.2133	8.9489e+05	2.8269e+06	0.7957	0.2131	0.7869	0.42621	0.83431	False
AAVS1_g1	AAVS1	4497.7	3801.8	4497.7	3801.8	-0.24244	2.4213e+05	8.1287e+05	0.77184	0.2201	0.7799	0.44021	0.83431	False
CCR5_g2	CCR5	4271.5	3611.5	4271.5	3611.5	-0.24209	2.1782e+05	7.4792e+05	0.76319	0.22268	0.77732	0.44535	0.83431	False
CCR5_g8	CCR5	3475.1	2917.2	3475.1	2917.2	-0.25239	1.5563e+05	5.3614e+05	0.76194	0.22305	0.77695	0.4461	0.83431	False
ROSA26_g3	ROSA26	5734.6	4913.3	5734.6	4913.3	-0.22295	3.3724e+05	1.2032e+06	0.74873	0.22701	0.77299	0.45402	0.83431	False
CCR5_g4	CCR5	1975.6	1647.1	1975.6	1647.1	-0.26222	53958	2.1568e+05	0.70738	0.23966	0.76034	0.47933	0.83431	False
ROSA26_g4	ROSA26	4149.5	3552.9	4149.5	3552.9	-0.22388	1.7796e+05	7.1376e+05	0.70616	0.24004	0.75996	0.48009	0.83431	False
