id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.4736	4.1512e-06	4.999e-06	5e-05	1	5	2.4736
SOX9	6	0.99999	1.0	0.999995	9	0	1.5025	0.36283	0.36269	0.999995	2	0	1.5025
PROM1	6	0.10333	0.2867	0.817999	4	5	-0.11376	0.83119	0.8296	0.999995	3	0	-0.11376
AAVS1	10	0.789	0.9401	0.999995	8	3	-0.13269	0.83419	0.83493	0.999995	4	0	-0.13269
ROSA26	10	0.10332	0.3272	0.817999	3	7	-0.15886	0.85853	0.8583	0.999995	5	0	-0.15886
CCR5	10	0.76886	0.93146	0.999995	7	4	-0.064772	0.8796	0.88022	0.999995	6	0	-0.064772
LRIG1	6	0.45841	0.70015	0.999995	5	3	-0.091487	0.93246	0.93258	0.999995	7	0	-0.091487
CTRL	10	0.5876	0.85198	0.999995	6	4	-0.077902	0.95687	0.95742	0.999995	8	0	-0.077902
EGFP	6	4.1512e-06	1.4997e-05	0.000125	1	6	-4.4845	0.99999	1.0	0.999995	9	0	-4.4845
KRT20	6	6.9543e-06	2.4995e-05	0.000125	2	6	-2.6263	0.99999	1.0	0.999995	10	0	-2.6263
