id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.4207	0.03883	0.038527	0.385273	1	1	1.4207
KRT20	6	0.99999	1.0	0.999995	9	0	0.936	0.30665	0.30693	0.998565	2	0	0.936
mKate2	6	0.99388	0.99363	0.999995	8	0	0.052629	0.65978	0.65838	0.998565	3	0	0.052629
PROM1	6	0.9404	0.94007	0.999995	7	0	-0.050762	0.83119	0.8296	0.998565	4	0	-0.050762
AAVS1	10	0.1195	0.23819	0.999995	2	3	-0.16085	0.85853	0.8583	0.998565	5	0	-0.16085
CCR5	10	0.83419	0.83493	0.999995	6	0	-0.16497	0.8796	0.88022	0.998565	6	0	-0.16497
LRIG1	6	0.59021	0.58945	0.999995	4	0	-0.078178	0.91393	0.91393	0.998565	7	0	-0.078178
CTRL	10	0.69458	0.70117	0.999995	5	1	-0.07898	0.95687	0.95742	0.998565	8	0	-0.07898
ROSA26	10	0.37591	0.50896	0.999995	3	1	-0.12609	0.97959	0.98018	0.998565	9	0	-0.12609
SOX9	6	2.55e-05	6.4987e-05	0.00065	1	5	-0.67981	0.99857	0.99857	0.998565	10	0	-0.67981
