id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.1539	1.4365e-07	4.999e-06	5e-05	1	6	2.1539
SOX9	6	0.99993	0.99997	0.999995	9	0	0.18949	0.11168	0.17902	0.895096	2	2	0.18949
EGFP	6	0.99979	0.99983	0.999995	8	0	0.0067011	0.62634	0.62596	0.992966	3	0	0.0067011
KRT20	6	0.99888	0.99884	0.999995	7	0	-0.064515	0.69069	0.68962	0.992966	4	0	-0.064515
PROM1	6	0.62634	0.62596	0.999995	5	0	-0.23307	0.93246	0.93258	0.992966	5	0	-0.23307
LRIG1	6	0.30665	0.31798	0.999995	3	1	-0.24919	0.95395	0.95404	0.992966	6	0	-0.24919
AAVS1	10	0.2085	0.31248	0.999995	2	2	-0.2691	0.97012	0.97117	0.992966	7	0	-0.2691
ROSA26	10	0.0035893	0.012512	0.125125	1	3	-0.26495	0.98322	0.98378	0.992966	8	0	-0.26495
CTRL	10	0.83419	0.83493	0.999995	6	0	-0.18404	0.98626	0.98676	0.992966	9	0	-0.18404
CCR5	10	0.5282	0.53686	0.999995	4	1	-0.23877	0.99265	0.99297	0.992966	10	0	-0.23877
