id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	1.0083	4.1512e-06	4.999e-06	5e-05	1	5	1.0083
SOX9	6	0.99995	1.0	0.999995	9	0	0.28362	0.41517	0.41486	0.998875	2	0	0.28362
KRT20	6	0.99933	0.99932	0.999995	8	0	0.15285	0.50916	0.50848	0.998875	3	0	0.15285
EGFP	6	0.99493	0.99471	0.999995	7	0	0.17174	0.65978	0.65838	0.998875	4	0	0.17174
PROM1	6	0.18183	0.18656	0.914027	2	1	-0.24758	0.92366	0.92391	0.998875	5	0	-0.24758
CCR5	10	0.37591	0.37622	0.914027	4	1	-0.054905	0.94844	0.94928	0.998875	6	0	-0.054905
LRIG1	6	0.36283	0.36269	0.914027	3	0	-0.20509	0.98557	0.98583	0.998875	7	0	-0.20509
ROSA26	10	0.73692	0.73683	0.999995	6	0	-0.15921	0.99091	0.99128	0.998875	8	0	-0.15921
AAVS1	10	0.45684	0.45701	0.914027	5	0	-0.17406	0.99623	0.99644	0.998875	9	0	-0.17406
CTRL	10	0.015777	0.036308	0.363077	1	2	-0.21715	0.99889	0.99888	0.998875	10	0	-0.21715
