id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	0.96985	3.9138e-07	4.999e-06	5e-05	1	6	0.96985
SOX9	6	0.95395	0.95404	0.999995	8	0	0.47897	0.018203	0.068061	0.340307	2	4	0.47897
AAVS1	10	0.8796	0.88022	0.999995	6	0	0.36479	0.066317	0.23033	0.599218	3	7	0.36479
PROM1	6	0.792	0.79028	0.999995	3	0	0.39777	0.089663	0.23969	0.599218	4	4	0.39777
ROSA26	10	0.93855	0.93887	0.999995	7	0	0.32524	0.16845	0.42987	0.859738	5	6	0.32524
CCR5	10	0.97526	0.97604	0.999995	9	0	0.26901	0.59574	0.83403	0.999995	6	4	0.26901
LRIG1	6	0.86401	0.86292	0.999995	5	0	0.25069	0.84834	0.90977	0.999995	7	1	0.25069
CTRL	10	0.83419	0.83493	0.999995	4	0	-0.0086782	0.96404	0.98631	0.999995	8	1	-0.0086782
KRT20	6	1.2003e-05	3.4993e-05	0.000175	2	6	-1.2217	0.99999	1.0	0.999995	9	0	-1.2217
EGFP	6	1.4365e-07	4.999e-06	5e-05	1	6	-2.8593	1.0	1.0	0.999995	10	0	-2.8593
