id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	3.9074	4.1512e-06	4.999e-06	5e-05	1	5	3.9074
SOX9	6	0.99999	1.0	0.999995	9	0	0.81596	0.41517	0.41486	0.990967	2	0	0.81596
KRT20	6	0.99125	0.99097	0.999995	8	0	-0.18548	0.65978	0.65838	0.990967	3	0	-0.18548
AAVS1	10	0.29457	0.61742	0.882031	7	5	-0.41513	0.85853	0.8583	0.990967	4	0	-0.41513
EGFP	6	0.24639	0.49643	0.882031	6	4	-0.24844	0.87831	0.8776	0.990967	5	0	-0.24844
CTRL	10	0.065881	0.24115	0.803823	3	7	-0.35245	0.89781	0.8985	0.990967	6	0	-0.35245
LRIG1	6	0.18183	0.4084	0.882031	4	2	-0.35403	0.90318	0.90309	0.990967	7	0	-0.35403
CCR5	10	0.24232	0.55474	0.882031	5	6	-0.39028	0.92698	0.92732	0.990967	8	0	-0.39028
ROSA26	10	0.014622	0.07613	0.380649	2	8	-0.38077	0.93855	0.93887	0.990967	9	0	-0.38077
PROM1	6	0.0087505	0.039177	0.380649	1	6	-0.36436	0.99125	0.99097	0.990967	10	0	-0.36436
