sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g1	EGFP	232.5	7579.4	232.5	7579.4	5.0208	2.6989e+07	58704	30.323	1	3.422e-202	6.844e-202	5.2014e-200	True
EGFP_g5	EGFP	365.95	8893.7	365.95	8893.7	4.5993	3.6362e+07	1.4618e+05	22.305	1	1.9946e-110	3.9893e-110	1.5159e-108	True
EGFP_g2	EGFP	403.48	9620.1	403.48	9620.1	4.5721	4.2473e+07	1.7791e+05	21.851	1	4.5582e-106	9.1163e-106	2.3095e-104	True
EGFP_g4	EGFP	234.58	5390.8	234.58	5390.8	4.5165	1.3293e+07	59767	21.091	1	5.7549e-99	1.151e-98	2.1869e-97	True
EGFP_g3	EGFP	404.52	5848.1	404.52	5848.1	3.8504	1.4816e+07	1.7883e+05	12.873	1	3.8674e-38	7.7348e-38	1.1757e-36	True
KRT20_g3	KRT20	805.92	6815.6	805.92	6815.6	3.0786	1.8058e+07	7.1608e+05	7.1019	1	7.4189e-13	1.4838e-12	1.8795e-11	True
KRT20_g1	KRT20	843.45	6108.5	843.45	6108.5	2.855	1.386e+07	7.8481e+05	5.9432	1	1.6847e-09	3.3694e-09	3.6582e-08	True
KRT20_g5	KRT20	1433.6	10115	1433.6	10115	2.8179	3.7683e+07	2.2835e+06	5.745	1	5.5481e-09	1.1096e-08	1.0541e-07	True
KRT20_g2	KRT20	1373.1	9422.2	1373.1	9422.2	2.7777	3.2394e+07	2.0937e+06	5.5628	1	1.6019e-08	3.2037e-08	2.7054e-07	True
KRT20_g4	KRT20	519.21	3359.8	519.21	3359.8	2.6916	4.0344e+06	2.9552e+05	5.2253	1	1.047e-07	2.094e-07	1.5914e-06	True
KRT20_g6	KRT20	833.02	5149.7	833.02	5149.7	2.6266	9.3167e+06	7.654e+05	4.934	1	4.8552e-07	9.7104e-07	6.709e-06	True
EGFP_g6	EGFP	2490.7	9161.8	2490.7	9161.8	1.8786	2.2252e+07	6.9465e+06	2.5311	0.99313	0.0068686	0.013737	0.087002	True
mKate2_g1	mKate2	12199	7417.1	12199	7417.1	-0.7178	1.1435e+07	1.7045e+08	0.77	0.22065	0.77935	0.4413	0.76196	False
mKate2_g3	mKate2	13060	8437.4	13060	8437.4	-0.63027	1.0686e+07	1.9556e+08	0.71668	0.23679	0.76321	0.47357	0.76196	False
mKate2_g6	mKate2	19350	12566	19350	12566	-0.62282	2.3015e+07	4.3171e+08	0.71269	0.23802	0.76198	0.47604	0.76196	False
SOX9_g5	SOX9	10910	7259.5	10910	7259.5	-0.58759	6.6616e+06	1.361e+08	0.68965	0.24521	0.75479	0.49041	0.76196	False
mKate2_g4	mKate2	8186.4	5468.6	8186.4	5468.6	-0.58195	3.693e+06	7.6319e+07	0.6856	0.24648	0.75352	0.49296	0.76196	False
mKate2_g2	mKate2	13820	9260.8	13820	9260.8	-0.57755	1.0396e+07	2.1916e+08	0.68371	0.24708	0.75292	0.49416	0.76196	False
mKate2_g5	mKate2	10037	6943.4	10037	6943.4	-0.53154	4.785e+06	1.1506e+08	0.65371	0.25665	0.74335	0.5133	0.76196	False
SOX9_g6	SOX9	12628	8766	12628	8766	-0.52656	7.4568e+06	1.8273e+08	0.65092	0.25755	0.74245	0.5151	0.76196	False
SOX9_g1	SOX9	9429.1	6568.7	9429.1	6568.7	-0.52145	4.091e+06	1.0145e+08	0.64707	0.25879	0.74121	0.51759	0.76196	False
SOX9_g4	SOX9	5462.1	3828.6	5462.1	3828.6	-0.51252	1.3341e+06	3.378e+07	0.64027	0.261	0.739	0.522	0.76196	False
SOX9_g2	SOX9	8313.6	5858.7	8313.6	5858.7	-0.50481	3.0131e+06	7.8727e+07	0.63601	0.26239	0.73761	0.52477	0.76196	False
SOX9_g3	SOX9	6128.3	4334	6128.3	4334	-0.4997	1.6098e+06	4.2593e+07	0.6321	0.26366	0.73634	0.52732	0.76196	False
ROSA26_g7	ROSA26	6252.4	4702.9	6252.4	4702.9	-0.41077	1.2004e+06	4.4347e+07	0.57279	0.28339	0.71661	0.56679	0.76196	False
CCR5_g3	CCR5	3305	2500.9	3305	2500.9	-0.40208	3.2331e+05	1.228e+07	0.56558	0.28584	0.71416	0.57168	0.76196	False
CCR5_g10	CCR5	4710.4	3578.8	4710.4	3578.8	-0.39626	6.4022e+05	2.5069e+07	0.56231	0.28695	0.71305	0.5739	0.76196	False
AAVS1_g3	AAVS1	4020.2	3092.7	4020.2	3092.7	-0.3783	4.3014e+05	1.822e+07	0.54964	0.29128	0.70872	0.58257	0.76196	False
AAVS1_g4	AAVS1	2453.2	1887.9	2453.2	1887.9	-0.37771	1.5979e+05	6.7373e+06	0.54822	0.29177	0.70823	0.58354	0.76196	False
CCR5_g9	CCR5	2894.2	2274.1	2894.2	2274.1	-0.34773	1.9226e+05	9.3992e+06	0.5277	0.29885	0.70115	0.59771	0.76196	False
CCR5_g1	CCR5	3541.7	2804.5	3541.7	2804.5	-0.3366	2.7173e+05	1.4115e+07	0.52032	0.30142	0.69858	0.60284	0.76196	False
CTRL0002_g2	CTRL	3985.8	3164.7	3985.8	3164.7	-0.33269	3.3707e+05	1.7907e+07	0.51783	0.30229	0.69771	0.60457	0.76196	False
LRIG1_g2	LRIG1	3107.9	2487.4	3107.9	2487.4	-0.3212	1.9253e+05	1.085e+07	0.50918	0.30531	0.69469	0.61063	0.76196	False
CTRL0005_g5	CTRL	4632.2	3733.5	4632.2	3733.5	-0.31109	4.0382e+05	2.4238e+07	0.5029	0.30752	0.69248	0.61503	0.76196	False
PROM1_g2	PROM1	7182.4	5827	7182.4	5827	-0.30166	9.1849e+05	5.8637e+07	0.49722	0.30952	0.69048	0.61904	0.76196	False
CTRL0007_g7	CTRL	5062.8	4104.4	5062.8	4104.4	-0.30271	4.5929e+05	2.899e+07	0.49715	0.30954	0.69046	0.61908	0.76196	False
AAVS1_g8	AAVS1	6185.6	5044	6185.6	5044	-0.29431	6.517e+05	4.3399e+07	0.49163	0.31149	0.68851	0.62298	0.76196	False
CCR5_g5	CCR5	3511.4	2881.3	3511.4	2881.3	-0.28524	1.9852e+05	1.3873e+07	0.4838	0.31426	0.68574	0.62853	0.76196	False
CCR5_g6	CCR5	4144.3	3413.6	4144.3	3413.6	-0.27976	2.6695e+05	1.937e+07	0.48025	0.31553	0.68447	0.63105	0.76196	False
LRIG1_g5	LRIG1	9484.4	7842.7	9484.4	7842.7	-0.27418	1.3476e+06	1.0266e+08	0.47822	0.31625	0.68375	0.63249	0.76196	False
CCR5_g8	CCR5	4704.1	3895.9	4704.1	3895.9	-0.27192	3.2664e+05	2.5002e+07	0.4749	0.31743	0.68257	0.63486	0.76196	False
AAVS1_g9	AAVS1	1860	1538.2	1860	1538.2	-0.2739	51775	3.8579e+06	0.47417	0.31769	0.68231	0.63538	0.76196	False
CTRL0009_g9	CTRL	4333	3612.5	4333	3612.5	-0.26231	2.5958e+05	2.1188e+07	0.46775	0.31998	0.68002	0.63996	0.76196	False
ROSA26_g9	ROSA26	1828.7	1523.8	1828.7	1523.8	-0.26301	46490	3.7283e+06	0.46623	0.32053	0.67947	0.64105	0.76196	False
CCR5_g4	CCR5	2421.9	2022.4	2421.9	2022.4	-0.25997	79809	6.5654e+06	0.46466	0.32109	0.67891	0.64217	0.76196	False
AAVS1_g10	AAVS1	2424	2043.5	2424	2043.5	-0.24622	72379	6.5768e+06	0.45463	0.32469	0.67531	0.64938	0.76196	False
ROSA26_g5	ROSA26	4404.9	3727.7	4404.9	3727.7	-0.24075	2.2928e+05	2.1902e+07	0.45208	0.32561	0.67439	0.65121	0.76196	False
AAVS1_g7	AAVS1	2897.3	2463.4	2897.3	2463.4	-0.234	94157	9.4197e+06	0.44609	0.32777	0.67223	0.65553	0.76196	False
ROSA26_g3	ROSA26	7086.4	6041.3	7086.4	6041.3	-0.23018	5.4621e+05	5.7071e+07	0.44552	0.32797	0.67203	0.65595	0.76196	False
LRIG1_g3	LRIG1	3355	2856.3	3355	2856.3	-0.23209	1.2435e+05	1.2657e+07	0.44504	0.32814	0.67186	0.65629	0.76196	False
CCR5_g7	CCR5	7590	6474.6	7590	6474.6	-0.22929	6.2211e+05	6.5534e+07	0.44504	0.32815	0.67185	0.65629	0.76196	False
LRIG1_g1	LRIG1	5649.8	4854.7	5649.8	4854.7	-0.21876	3.1605e+05	3.6159e+07	0.43653	0.33123	0.66877	0.66245	0.76196	False
ROSA26_g8	ROSA26	3771	3269.5	3771	3269.5	-0.20584	1.2578e+05	1.6017e+07	0.42592	0.33508	0.66492	0.67017	0.76196	False
AAVS1_g6	AAVS1	1820.4	1589.1	1820.4	1589.1	-0.1959	26739	3.6942e+06	0.41665	0.33847	0.66153	0.67694	0.76196	False
CCR5_g2	CCR5	5162.9	4521.3	5162.9	4521.3	-0.19139	2.0579e+05	3.0156e+07	0.41595	0.33872	0.66128	0.67745	0.76196	False
PROM1_g4	PROM1	7607.7	6691.7	7607.7	6691.7	-0.18507	4.1957e+05	6.5843e+07	0.41225	0.34008	0.65992	0.68015	0.76196	False
CTRL0010_g10	CTRL	6828.9	6022	6828.9	6022	-0.18138	3.2553e+05	5.297e+07	0.40919	0.3412	0.6588	0.6824	0.76196	False
ROSA26_g10	ROSA26	4845.9	4282.1	4845.9	4282.1	-0.17841	1.5895e+05	2.6543e+07	0.40605	0.34235	0.65765	0.68471	0.76196	False
PROM1_g5	PROM1	4194.3	3709.5	4194.3	3709.5	-0.17717	1.1753e+05	1.9844e+07	0.40473	0.34284	0.65716	0.68568	0.76196	False
PROM1_g6	PROM1	10507	9349.1	10507	9349.1	-0.16845	6.7049e+05	1.2618e+08	0.40064	0.34434	0.65566	0.68868	0.76196	False
ROSA26_g6	ROSA26	6572.4	5848.1	6572.4	5848.1	-0.16842	2.6231e+05	4.9039e+07	0.39934	0.34482	0.65518	0.68964	0.76196	False
LRIG1_g6	LRIG1	3237.2	2884.2	3237.2	2884.2	-0.16653	62312	1.1778e+07	0.396	0.34605	0.65395	0.69211	0.76196	False
AAVS1_g5	AAVS1	3836.7	3438.6	3836.7	3438.6	-0.15802	79262	1.6584e+07	0.39	0.34827	0.65173	0.69654	0.76196	False
CTRL0003_g3	CTRL	11924	10837	11924	10837	-0.13785	5.9042e+05	1.6279e+08	0.37778	0.3528	0.6472	0.7056	0.76196	False
CTRL0006_g6	CTRL	8051.9	7343.1	8051.9	7343.1	-0.13292	2.5119e+05	7.3815e+07	0.37289	0.35461	0.64539	0.70923	0.76196	False
CTRL0001_g1	CTRL	3740.8	3407.8	3740.8	3407.8	-0.13446	55437	1.5759e+07	0.37191	0.35498	0.64502	0.70996	0.76196	False
ROSA26_g4	ROSA26	4997.1	4565.5	4997.1	4565.5	-0.13028	93128	2.8238e+07	0.36952	0.35587	0.64413	0.71174	0.76196	False
PROM1_g1	PROM1	4517.5	4132.2	4517.5	4132.2	-0.12858	74224	2.3045e+07	0.36792	0.35647	0.64353	0.71293	0.76196	False
CTRL0008_g8	CTRL	4294.4	3944.9	4294.4	3944.9	-0.12245	61083	2.0809e+07	0.36305	0.35828	0.64172	0.71657	0.76196	False
ROSA26_g1	ROSA26	13106	12160	13106	12160	-0.10807	4.4745e+05	1.9694e+08	0.35516	0.36123	0.63877	0.72247	0.76196	False
CTRL0004_g4	CTRL	1993.4	1881.2	1993.4	1881.2	-0.083575	6300.4	4.4356e+06	0.33051	0.37051	0.62949	0.74102	0.76196	False
AAVS1_g2	AAVS1	4218.3	3999.6	4218.3	3999.6	-0.07677	23904	2.0073e+07	0.32734	0.3717	0.6283	0.74341	0.76196	False
PROM1_g3	PROM1	4232.9	4043.8	4232.9	4043.8	-0.065902	17871	2.0213e+07	0.31876	0.37496	0.62504	0.74991	0.76196	False
ROSA26_g2	ROSA26	5267.1	5042.1	5267.1	5042.1	-0.062991	25328	3.1395e+07	0.31711	0.37558	0.62442	0.75116	0.76196	False
AAVS1_g1	AAVS1	5102.4	4888.3	5102.4	4888.3	-0.061819	22911	2.9449e+07	0.31609	0.37597	0.62403	0.75194	0.76196	False
LRIG1_g4	LRIG1	5667.5	5572.4	5667.5	5572.4	-0.024404	4520.1	3.6387e+07	0.28646	0.38726	0.61274	0.77453	0.77453	False
