id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99888	0.99884	0.999995	8	0	0.21084	0.03883	0.038527	0.385273	1	1	0.21084
KRT20	6	0.9999	0.99994	0.999995	9	0	0.21782	0.11273	0.11272	0.563612	2	0	0.21782
mKate2	6	0.99997	1.0	0.999995	10	0	0.2403	0.24639	0.24702	0.823385	3	0	0.2403
LRIG1	6	0.74552	0.743	0.999995	5	0	-0.10657	0.81245	0.8112	0.999995	4	0	-0.10657
PROM1	6	0.81245	0.8112	0.999995	7	0	-0.046081	0.83119	0.8296	0.999995	5	0	-0.046081
CTRL	10	0.69458	0.6952	0.999995	4	0	-0.070839	0.92698	0.92732	0.999995	6	0	-0.070839
AAVS1	10	0.80615	0.80665	0.999995	6	0	-0.099467	0.96404	0.96469	0.999995	7	0	-0.099467
ROSA26	10	0.64619	0.64662	0.999995	3	0	-0.052598	0.97526	0.97604	0.999995	8	0	-0.052598
CCR5	10	0.37591	0.37721	0.999995	2	1	-0.15274	0.99623	0.99644	0.999995	9	0	-0.15274
SOX9	6	0.00066057	0.0017147	0.017147	1	3	-0.73684	1.0	1.0	0.999995	10	0	-0.73684
