id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.8777	1.9572e-06	1.4997e-05	0.00015	1	6	2.8777
KRT20	6	0.99999	1.0	0.999995	9	0	2.0789	1.2003e-05	3.4993e-05	0.000175	2	6	2.0789
mKate2	6	0.99985	0.99988	0.999995	8	0	0.23193	0.018203	0.055354	0.184513	3	4	0.23193
SOX9	6	0.30665	0.57192	0.953201	6	1	-0.064396	0.81245	0.8112	0.999325	4	0	-0.064396
PROM1	6	0.089663	0.25692	0.642309	4	4	-0.36583	0.87831	0.8776	0.999325	5	0	-0.36583
LRIG1	6	0.71922	0.86654	0.999995	7	1	-0.33096	0.92366	0.92391	0.999325	6	0	-0.33096
CCR5	10	0.16129	0.44266	0.885313	5	7	-0.39172	0.97526	0.97604	0.999325	7	0	-0.39172
ROSA26	10	0.015777	0.080579	0.268596	3	6	-0.35663	0.97959	0.98018	0.999325	8	0	-0.35663
AAVS1	10	0.0061357	0.036278	0.181389	2	9	-0.4707	0.98322	0.98378	0.999325	9	0	-0.4707
CTRL	10	0.00065282	0.005094	0.05094	1	10	-0.39414	0.99935	0.99933	0.999325	10	0	-0.39414
