sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g5	EGFP	1096.8	2797.5	1096.8	2797.5	1.35	1.4462e+06	1.761e+06	1.2816	0.87433	0.12567	0.25134	0.92207	True
KRT20_g5	KRT20	1566.7	3473.8	1566.7	3473.8	1.1483	1.8185e+06	2.5156e+06	1.2024	0.86331	0.13669	0.27339	0.92207	True
EGFP_g2	EGFP	1722.7	3654.9	1722.7	3654.9	1.0847	1.8667e+06	2.766e+06	1.1618	0.85567	0.14433	0.28866	0.92207	True
EGFP_g1	EGFP	1092	2560.9	1092	2560.9	1.2289	1.0788e+06	1.7534e+06	1.1093	0.83193	0.16807	0.33614	0.92207	True
EGFP_g4	EGFP	688.13	1837.4	688.13	1837.4	1.4156	6.6043e+05	1.1049e+06	1.0934	0.81562	0.18438	0.36875	0.92207	True
EGFP_g3	EGFP	764.7	1961	764.7	1961	1.3574	7.1552e+05	1.2278e+06	1.0796	0.81434	0.18566	0.37132	0.92207	True
KRT20_g3	KRT20	1032.7	2124.3	1032.7	2124.3	1.0399	5.9581e+05	1.6581e+06	0.84774	0.74859	0.25141	0.50282	0.92207	True
SOX9_g3	SOX9	710.15	458.57	710.15	458.57	-0.62986	31645	1.1402e+06	0.82046	0.20598	0.79402	0.41195	0.92207	False
KRT20_g2	KRT20	1430.8	2668.7	1430.8	2668.7	0.89883	7.6619e+05	2.2973e+06	0.81671	0.74977	0.25023	0.50047	0.92207	True
EGFP_g6	EGFP	2063.4	3450.8	2063.4	3450.8	0.74159	9.6237e+05	3.3131e+06	0.7622	0.74416	0.25584	0.51168	0.92207	True
KRT20_g6	KRT20	834.56	1683.5	834.56	1683.5	1.0115	3.6036e+05	1.34e+06	0.73338	0.69699	0.30301	0.60602	0.92207	True
SOX9_g2	SOX9	854.66	602	854.66	602	-0.50488	31918	1.3723e+06	0.71609	0.23697	0.76303	0.47393	0.92207	False
SOX9_g1	SOX9	1119.8	778.94	1119.8	778.94	-0.52306	58083	1.7979e+06	0.68119	0.24788	0.75212	0.49575	0.92207	False
SOX9_g4	SOX9	740.77	567.45	740.77	567.45	-0.38393	15020	1.1894e+06	0.67242	0.25066	0.74934	0.50132	0.92207	False
SOX9_g5	SOX9	1214.5	845.95	1214.5	845.95	-0.52123	67924	1.9501e+06	0.66771	0.25216	0.74784	0.50432	0.92207	False
KRT20_g4	KRT20	484.28	1064.8	484.28	1064.8	1.135	1.6848e+05	7.7756e+05	0.6583	0.63987	0.36013	0.72026	0.92207	True
AAVS1_g9	AAVS1	936.01	726.59	936.01	726.59	-0.36494	21929	1.5029e+06	0.61399	0.26961	0.73039	0.53922	0.92207	False
AAVS1_g7	AAVS1	1512.2	1083.6	1512.2	1083.6	-0.4804	91833	2.428e+06	0.61089	0.27064	0.72936	0.54127	0.92207	False
CCR5_g1	CCR5	1820.3	1306.6	1820.3	1306.6	-0.47807	1.3196e+05	2.9228e+06	0.58775	0.27835	0.72165	0.5567	0.92207	False
CCR5_g6	CCR5	1940	1398.7	1940	1398.7	-0.47162	1.4647e+05	3.1149e+06	0.57686	0.28202	0.71798	0.56403	0.92207	False
KRT20_g1	KRT20	1114	1869.9	1114	1869.9	0.74663	2.8565e+05	1.7887e+06	0.56515	0.64143	0.35857	0.71714	0.92207	True
ROSA26_g7	ROSA26	2702.8	1950.5	2702.8	1950.5	-0.47039	2.8296e+05	4.3396e+06	0.5535	0.28996	0.71004	0.57992	0.92207	False
AAVS1_g5	AAVS1	2046.2	1562.1	2046.2	1562.1	-0.38928	1.172e+05	3.2854e+06	0.51102	0.30467	0.69533	0.60934	0.92207	False
CCR5_g4	CCR5	1189.6	982.05	1189.6	982.05	-0.2764	21546	1.9101e+06	0.51008	0.305	0.695	0.61	0.92207	False
AAVS1_g10	AAVS1	1308.3	1067.9	1308.3	1067.9	-0.29268	28899	2.1007e+06	0.50413	0.30708	0.69292	0.61417	0.92207	False
AAVS1_g3	AAVS1	1889.3	1468.9	1889.3	1468.9	-0.36287	88354	3.0334e+06	0.50008	0.30851	0.69149	0.61702	0.92207	False
LRIG1_g6	LRIG1	1814.6	1418.6	1814.6	1418.6	-0.35493	78396	2.9136e+06	0.49914	0.30884	0.69116	0.61768	0.92207	False
LRIG1_g2	LRIG1	1617.4	1288.8	1617.4	1288.8	-0.32745	54001	2.597e+06	0.49469	0.31041	0.68959	0.62082	0.92207	False
ROSA26_g9	ROSA26	948.46	843.85	948.46	843.85	-0.1684	5471	1.5229e+06	0.48249	0.31473	0.68527	0.62946	0.92207	False
mKate2_g6	mKate2	2144.8	3038.3	2144.8	3038.3	0.50222	3.9917e+05	3.4437e+06	0.48148	0.64036	0.35964	0.71929	0.92207	True
