id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	1.587	4.1512e-06	4.999e-06	5e-05	1	5	1.587
SOX9	6	0.99999	1.0	0.999995	9	0	0.87487	0.36283	0.36269	0.991277	2	0	0.87487
EGFP	6	0.69069	0.73788	0.999995	6	1	-0.20999	0.76974	0.76702	0.991277	3	0	-0.20999
AAVS1	10	0.70856	0.83032	0.999995	7	2	-0.16802	0.83419	0.83493	0.991277	4	0	-0.16802
CCR5	10	0.3611	0.59234	0.999995	4	2	-0.15321	0.85853	0.8583	0.991277	5	0	-0.15321
KRT20	6	0.84834	0.84756	0.999995	8	1	-0.2327	0.87831	0.8776	0.991277	6	0	-0.2327
CTRL	10	0.37426	0.60368	0.999995	5	3	-0.23505	0.93855	0.93887	0.991277	7	0	-0.23505
PROM1	6	0.15916	0.30926	0.999995	3	3	-0.2238	0.9597	0.95967	0.991277	8	0	-0.2238
ROSA26	10	0.15003	0.34628	0.999995	2	4	-0.2508	0.99091	0.99128	0.991277	9	0	-0.2508
LRIG1	6	6.2594e-05	0.00028494	0.002849	1	5	-0.43274	0.99125	0.99097	0.991277	10	0	-0.43274
