sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SOX9_g2	SOX9	1855	386.64	1855	386.64	-2.2594	1.078e+06	2.0124e+09	2.4755	0.0066528	0.99335	0.013306	0.095538	False
SOX9_g5	SOX9	2124.1	521.59	2124.1	521.59	-2.0238	1.2841e+06	2.9594e+09	2.4365	0.0074146	0.99259	0.014829	0.095538	False
SOX9_g1	SOX9	2051	597.63	2051	597.63	-1.7773	1.0561e+06	2.6784e+09	2.3687	0.0089262	0.99107	0.017852	0.095538	False
SOX9_g3	SOX9	1146	274.18	1146	274.18	-2.0594	3.8003e+05	5.1089e+08	2.3537	0.0092933	0.99071	0.018587	0.095538	False
SOX9_g6	SOX9	3166	1270.2	3166	1270.2	-1.3169	1.797e+06	9.2177e+09	2.3159	0.010282	0.98972	0.020564	0.095538	False
SOX9_g4	SOX9	1192	385.57	1192	385.57	-1.6257	3.2513e+05	5.7138e+08	2.2455	0.012367	0.98763	0.024734	0.095538	False
ROSA26_g7	ROSA26	2147.6	1134.2	2147.6	1134.2	-0.92041	5.1345e+05	3.0534e+09	2.1475	0.015878	0.98412	0.031757	0.095538	False
ROSA26_g1	ROSA26	4190.1	3311.6	4190.1	3311.6	-0.33936	3.8588e+05	2.0469e+10	2.0959	0.018044	0.98196	0.036088	0.095538	False
ROSA26_g6	ROSA26	2192.6	1468.4	2192.6	1468.4	-0.57809	2.6224e+05	3.2391e+09	2.0545	0.019965	0.98004	0.03993	0.095538	False
CTRL0003_g3	CTRL	3573	2928.2	3573	2928.2	-0.28705	2.0791e+05	1.3006e+10	2.0541	0.019983	0.98002	0.039966	0.095538	False
CCR5_g6	CCR5	1303.6	721.87	1303.6	721.87	-0.85174	1.6917e+05	7.3718e+08	2.0452	0.020418	0.97958	0.040837	0.095538	False
PROM1_g6	PROM1	2964.4	2340.2	2964.4	2340.2	-0.34098	1.9482e+05	7.6432e+09	2.0377	0.02079	0.97921	0.041581	0.095538	False
LRIG1_g5	LRIG1	2683.1	2146.3	2683.1	2146.3	-0.32187	1.4403e+05	5.7543e+09	2.015	0.021951	0.97805	0.043901	0.095538	False
CTRL0006_g6	CTRL	2268.6	1700.8	2268.6	1700.8	-0.41535	1.6118e+05	3.5689e+09	2.0133	0.022041	0.97796	0.044082	0.095538	False
AAVS1_g8	AAVS1	1881.2	1330.2	1881.2	1330.2	-0.4997	1.5181e+05	2.0945e+09	2.0057	0.022446	0.97755	0.044892	0.095538	False
CCR5_g2	CCR5	1689.9	1168.5	1689.9	1168.5	-0.53193	1.3595e+05	1.5435e+09	1.9966	0.022934	0.97707	0.045868	0.095538	False
CCR5_g7	CCR5	2148.5	1668.7	2148.5	1668.7	-0.36445	1.1513e+05	3.0572e+09	1.989	0.023348	0.97665	0.046696	0.095538	False
ROSA26_g2	ROSA26	1768.7	1309.9	1768.7	1309.9	-0.43298	1.0526e+05	1.7572e+09	1.9754	0.024111	0.97589	0.048221	0.095538	False
EGFP_g6	EGFP	2045.4	1652.6	2045.4	1652.6	-0.30745	77129	2.6576e+09	1.9637	0.024785	0.97521	0.04957	0.095538	False
PROM1_g4	PROM1	2119.4	1749	2119.4	1749	-0.27702	68617	2.9409e+09	1.9609	0.024947	0.97505	0.049895	0.095538	False
LRIG1_g4	LRIG1	1756.5	1363.4	1756.5	1363.4	-0.36525	77260	1.723e+09	1.9541	0.025343	0.97466	0.050685	0.095538	False
CCR5_g10	CCR5	1230.4	855.75	1230.4	855.75	-0.52335	70181	6.2543e+08	1.9389	0.026257	0.97374	0.052513	0.095538	False
EGFP_g2	EGFP	1957.2	1649.4	1957.2	1649.4	-0.24673	47376	2.3443e+09	1.9378	0.026323	0.97368	0.052645	0.095538	False
CCR5_g8	CCR5	1398.3	1030.3	1398.3	1030.3	-0.44017	67690	9.001e+08	1.9364	0.026407	0.97359	0.052813	0.095538	False
PROM1_g2	PROM1	1885.9	1576.6	1885.9	1576.6	-0.25835	47856	2.1094e+09	1.9347	0.026511	0.97349	0.053022	0.095538	False
AAVS1_g3	AAVS1	1174.1	810.77	1174.1	810.77	-0.53368	66017	5.474e+08	1.9338	0.02657	0.97343	0.053139	0.095538	False
ROSA26_g3	ROSA26	1976	1687.9	1976	1687.9	-0.22716	41477	2.4089e+09	1.9336	0.026578	0.97342	0.053157	0.095538	False
AAVS1_g5	AAVS1	1234.2	901.81	1234.2	901.81	-0.4522	55227	6.3087e+08	1.9181	0.027552	0.97245	0.055104	0.095538	False
LRIG1_g1	LRIG1	1570.8	1273.5	1570.8	1273.5	-0.30256	44215	1.2536e+09	1.9156	0.027706	0.97229	0.055412	0.095538	False
ROSA26_g5	ROSA26	1299.8	976.78	1299.8	976.78	-0.41182	52171	7.3116e+08	1.915	0.027744	0.97226	0.055488	0.095538	False
