id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99999	1.0	0.999995	9	0	1.8603	0.03883	0.038527	0.385273	1	1	1.8603
KRT20	6	0.99999	1.0	0.999995	10	0	1.724	0.30665	0.30693	0.999995	2	0	1.724
LRIG1	6	0.18102	0.40726	0.999995	4	4	-0.32208	0.792	0.79028	0.999995	3	0	-0.32208
AAVS1	10	0.76322	0.92934	0.999995	8	4	-0.38014	0.83419	0.83493	0.999995	4	0	-0.38014
ROSA26	10	0.078271	0.27072	0.999995	2	7	-0.37379	0.8796	0.88022	0.999995	5	0	-0.37379
CCR5	10	0.14141	0.40422	0.999995	3	7	-0.47963	0.89781	0.8985	0.999995	6	0	-0.47963
EGFP	6	0.3315	0.60119	0.999995	6	4	-0.25099	0.90318	0.90309	0.999995	7	0	-0.25099
PROM1	6	0.29814	0.56174	0.999995	5	3	-0.26768	0.92366	0.92391	0.999995	8	0	-0.26768
CTRL	10	0.55295	0.83001	0.999995	7	3	-0.30587	0.93855	0.93887	0.999995	9	0	-0.30587
SOX9	6	1.4365e-07	4.999e-06	5e-05	1	6	-1.9005	1.0	1.0	0.999995	10	0	-1.9005
