id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.2281	0.03883	0.038527	0.385273	1	1	2.2281
KRT20	6	0.99999	1.0	0.999995	9	0	1.5641	0.41517	0.41486	0.964692	2	0	1.5641
mKate2	6	0.86401	0.93387	0.999995	8	1	-0.16415	0.74552	0.743	0.964692	3	0	-0.16415
PROM1	6	0.37696	0.63949	0.999995	6	3	-0.24067	0.76974	0.76702	0.964692	4	0	-0.24067
AAVS1	10	0.014622	0.07613	0.380649	2	7	-0.24134	0.83419	0.83493	0.964692	5	0	-0.24134
CTRL	10	0.5282	0.814	0.999995	7	5	-0.1626	0.85853	0.8583	0.964692	6	0	-0.1626
ROSA26	10	0.28429	0.60598	0.999995	5	4	-0.2035	0.8796	0.88022	0.964692	7	0	-0.2035
LRIG1	6	0.10232	0.28434	0.710845	4	4	-0.22417	0.91393	0.91393	0.964692	8	0	-0.22417
SOX9	6	0.035767	0.12422	0.414067	3	5	-0.47305	0.9404	0.94007	0.964692	9	0	-0.47305
CCR5	10	0.0048413	0.029269	0.292691	1	9	-0.24934	0.96404	0.96469	0.964692	10	0	-0.24934
