id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	6	0.99999	1.0	0.999995	10	0	1.0958	6.9543e-06	2.4995e-05	0.00025	1	6	1.0958
EGFP	6	0.99999	1.0	0.999995	9	0	1.4939	2.55e-05	7.4985e-05	0.000375	2	5	1.4939
mKate2	6	0.99961	0.99965	0.999995	8	0	0.091024	0.65978	0.65838	0.999995	3	0	0.091024
ROSA26	10	0.73692	0.73683	0.999995	4	0	-0.020654	0.9135	0.9138	0.999995	4	0	-0.020654
CTRL	10	0.85853	0.8583	0.999995	6	0	-0.13924	0.93855	0.93887	0.999995	5	0	-0.13924
PROM1	6	0.92366	0.92391	0.999995	7	0	-0.13717	0.95395	0.95404	0.999995	6	0	-0.13717
LRIG1	6	0.59021	0.58945	0.999995	2	0	-0.15635	0.9597	0.95967	0.999995	7	0	-0.15635
CCR5	10	0.83419	0.83493	0.999995	5	0	-0.16379	0.96404	0.96469	0.999995	8	0	-0.16379
AAVS1	10	0.59101	0.5911	0.999995	3	0	-0.18912	0.99091	0.99128	0.999995	9	0	-0.18912
SOX9	6	4.1512e-06	4.999e-06	5e-05	1	5	-0.6067	1.0	1.0	0.999995	10	0	-0.6067
