id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CTRL	10	0.80615	0.94668	0.946676	9	2	0.49818	0.063876	0.064112	0.641122	1	1	0.49818
AAVS1	10	0.57362	0.84354	0.946676	7	5	0.36239	0.18073	0.18033	0.901645	2	0	0.36239
CCR5	10	0.53992	0.82145	0.946676	5	5	0.3697	0.28429	0.28387	0.906731	3	0	0.3697
KRT20	6	0.48567	0.72016	0.946676	4	3	0.29855	0.36283	0.36269	0.906731	4	0	0.29855
LRIG1	6	0.88433	0.9455	0.946676	10	2	0.38079	0.50916	0.50848	0.917408	5	0	0.38079
mKate2	6	0.54214	0.76147	0.946676	6	2	0.38062	0.5512	0.55044	0.917408	6	0	0.38062
PROM1	6	0.74785	0.87765	0.946676	8	2	0.43521	0.76974	0.76702	0.999995	7	0	0.43521
ROSA26	10	0.44673	0.75776	0.946676	3	5	0.30276	0.80615	0.80665	0.999995	8	0	0.30276
SOX9	6	0.00026724	0.0013147	0.006574	2	6	-1.1533	0.99971	0.99976	0.999995	9	0	-1.1533
EGFP	6	3.9138e-07	4.999e-06	5e-05	1	6	-3.4751	1.0	1.0	0.999995	10	0	-3.4751
