id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.3898	0.03883	0.038527	0.385273	1	1	1.3898
KRT20	6	0.99999	1.0	0.999995	9	0	1.0463	0.24639	0.24702	0.999995	2	0	1.0463
PROM1	6	0.84126	0.92198	0.999995	8	2	-0.0026467	0.81245	0.8112	0.999995	3	0	-0.0026467
ROSA26	10	0.76886	0.93146	0.999995	7	4	0.049474	0.83419	0.83493	0.999995	4	0	0.049474
CCR5	10	0.091691	0.30167	0.999995	3	7	-0.046424	0.8796	0.88022	0.999995	5	0	-0.046424
AAVS1	10	0.63599	0.87898	0.999995	6	3	0.034776	0.92698	0.92732	0.999995	6	0	0.034776
LRIG1	6	0.21956	0.46039	0.999995	4	4	-0.079357	0.96942	0.96923	0.999995	7	0	-0.079357
CTRL	10	0.36087	0.69087	0.999995	5	6	-0.012756	0.97526	0.97604	0.999995	8	0	-0.012756
SOX9	6	0.0012756	0.0063237	0.031619	2	6	-0.76434	0.99857	0.99857	0.999995	9	0	-0.76434
mKate2	6	3.8147e-06	1.4997e-05	0.00015	1	6	-2.8841	1.0	1.0	0.999995	10	0	-2.8841
