id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99999	1.0	0.999995	10	0	1.12	0.03883	0.038527	0.385273	1	1	1.12
SOX9	6	0.99999	1.0	0.999995	9	0	0.78539	0.30665	0.30693	0.999995	2	0	0.78539
PROM1	6	0.82479	0.91368	0.999995	7	2	0.02545	0.69069	0.68962	0.999995	3	0	0.02545
CCR5	10	0.93855	0.98455	0.999995	8	1	0.13284	0.83419	0.83493	0.999995	4	0	0.13284
LRIG1	6	0.025995	0.096656	0.241639	4	5	-0.077532	0.90318	0.90309	0.999995	5	0	-0.077532
AAVS1	10	0.68439	0.89846	0.999995	6	4	0.037109	0.93855	0.93887	0.999995	6	0	0.037109
CTRL	10	0.0096377	0.054264	0.18088	3	9	-0.042385	0.95687	0.95742	0.999995	7	0	-0.042385
ROSA26	10	0.57362	0.84354	0.999995	5	5	0.024839	0.98626	0.98676	0.999995	8	0	0.024839
KRT20	6	1.2003e-05	3.4993e-05	0.000175	2	6	-1.3292	0.99999	1.0	0.999995	9	0	-1.3292
EGFP	6	3.8147e-06	1.4997e-05	0.00015	1	6	-1.8348	1.0	1.0	0.999995	10	0	-1.8348
