id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.3939	1.4365e-07	4.999e-06	5e-05	1	6	2.3939
SOX9	6	0.99999	1.0	0.999995	9	0	0.62637	1.2003e-05	3.4993e-05	0.000175	2	6	0.62637
KRT20	6	0.99961	0.99965	0.999995	8	0	0.067827	0.28982	0.41414	0.987707	3	2	0.067827
EGFP	6	0.91393	0.95413	0.999995	7	1	-0.085304	0.792	0.79028	0.987707	4	0	-0.085304
AAVS1	10	0.091691	0.30167	0.604789	4	7	-0.41251	0.94844	0.94928	0.987707	5	0	-0.41251
PROM1	6	0.078023	0.2303	0.604789	3	5	-0.27248	0.95395	0.95404	0.987707	6	0	-0.27248
CTRL	10	0.18073	0.47376	0.7896	6	4	-0.26676	0.96404	0.96469	0.987707	7	0	-0.26676
CCR5	10	0.092026	0.30239	0.604789	5	6	-0.35698	0.97526	0.97604	0.987707	8	0	-0.35698
ROSA26	10	0.0048413	0.029269	0.268821	1	9	-0.3662	0.98322	0.98378	0.987707	9	0	-0.3662
LRIG1	6	0.012271	0.053764	0.268821	2	6	-0.34943	0.98773	0.98771	0.987707	10	0	-0.34943
