id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.737	1.4365e-07	4.999e-06	5e-05	1	6	2.737
SOX9	6	0.99999	1.0	0.999995	9	0	1.0503	1.2003e-05	3.4993e-05	0.000175	2	6	1.0503
LRIG1	6	0.18183	0.29002	0.681354	4	1	-0.30149	0.71922	0.71755	0.985828	3	0	-0.30149
PROM1	6	0.064585	0.14239	0.681354	2	2	-0.24757	0.81245	0.8112	0.985828	4	0	-0.24757
AAVS1	10	0.15003	0.30232	0.681354	3	3	-0.2635	0.83419	0.83493	0.985828	5	0	-0.2635
ROSA26	10	0.69458	0.75425	0.942818	8	1	-0.2346	0.85853	0.8583	0.985828	6	0	-0.2346
CCR5	10	0.59101	0.71126	0.942818	7	1	-0.18183	0.9135	0.9138	0.985828	7	0	-0.18183
CTRL	10	0.063876	0.16522	0.681354	1	2	-0.24118	0.94844	0.94928	0.985828	8	0	-0.24118
mKate2	6	0.28982	0.41414	0.690237	6	2	-0.29257	0.96484	0.9649	0.985828	9	0	-0.29257
KRT20	6	0.22661	0.34068	0.681354	5	2	-0.31852	0.98557	0.98583	0.985828	10	0	-0.31852
