id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.8593	1.4365e-07	4.999e-06	5e-05	1	6	2.8593
KRT20	6	0.99999	1.0	0.999995	9	0	1.2217	1.2003e-05	3.4993e-05	0.000175	2	6	1.2217
PROM1	6	0.13948	0.28253	0.941762	3	3	-0.39777	0.792	0.79028	0.999995	3	0	-0.39777
CTRL	10	0.95687	0.95868	0.999995	8	1	0.0086782	0.83419	0.83493	0.999995	4	0	0.0086782
LRIG1	6	0.86401	0.86314	0.999995	7	1	-0.25069	0.86401	0.86292	0.999995	5	0	-0.25069
AAVS1	10	0.49407	0.70669	0.999995	4	3	-0.36479	0.8796	0.88022	0.999995	6	0	-0.36479
ROSA26	10	0.5078	0.71733	0.999995	5	2	-0.32524	0.93855	0.93887	0.999995	7	0	-0.32524
SOX9	6	0.011004	0.039877	0.199385	2	4	-0.47897	0.95395	0.95404	0.999995	8	0	-0.47897
CCR5	10	0.67361	0.82059	0.999995	6	2	-0.26901	0.97526	0.97604	0.999995	9	0	-0.26901
mKate2	6	3.9138e-07	4.999e-06	5e-05	1	6	-0.96985	1.0	1.0	0.999995	10	0	-0.96985
