id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	3.3483	4.1512e-06	1.4997e-05	0.00015	1	5	3.3483
KRT20	6	0.99999	1.0	0.999995	10	0	2.4019	0.0019466	0.0067037	0.033518	2	4	2.4019
mKate2	6	0.99985	0.99988	0.999995	8	0	0.067424	0.65978	0.65838	0.997555	3	0	0.067424
SOX9	6	0.41517	0.668	0.999995	6	2	-0.57978	0.81245	0.8112	0.997555	4	0	-0.57978
AAVS1	10	0.76886	0.93146	0.999995	7	4	-0.544	0.94844	0.94928	0.997555	5	0	-0.544
ROSA26	10	0.012671	0.067791	0.292025	2	7	-0.51358	0.96404	0.96469	0.997555	6	0	-0.51358
LRIG1	6	0.022796	0.087607	0.292025	3	5	-0.59425	0.9771	0.9771	0.997555	7	0	-0.59425
CCR5	10	0.050212	0.19879	0.496963	4	8	-0.54826	0.97959	0.98018	0.997555	8	0	-0.54826
CTRL	10	0.18073	0.47376	0.94752	5	6	-0.46531	0.98626	0.98676	0.997555	9	0	-0.46531
PROM1	6	0.0022445	0.011113	0.111128	1	6	-0.53814	0.99776	0.99756	0.997555	10	0	-0.53814
