id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	5.3224	4.1512e-06	4.999e-06	5e-05	1	5	5.3224
SOX9	6	0.99999	1.0	0.999995	9	0	1.0491	0.41517	0.41486	0.992417	2	0	1.0491
EGFP	6	0.034234	0.12029	0.327147	3	5	-0.42115	0.74552	0.743	0.992417	3	0	-0.42115
KRT20	6	0.74552	0.8768	0.999995	7	2	-0.33878	0.81245	0.8112	0.992417	4	0	-0.33878
AAVS1	10	0.51818	0.80734	0.999995	6	4	-0.42639	0.83419	0.83493	0.992417	5	0	-0.42639
CTRL	10	0.18323	0.47724	0.954479	5	5	-0.38131	0.9135	0.9138	0.992417	6	0	-0.38131
CCR5	10	0.81712	0.95117	0.999995	8	4	-0.41434	0.94844	0.94928	0.992417	7	0	-0.41434
LRIG1	6	0.038089	0.13086	0.327147	4	4	-0.44728	0.95395	0.95404	0.992417	8	0	-0.44728
ROSA26	10	0.012577	0.067372	0.327147	2	8	-0.42225	0.95687	0.95742	0.992417	9	0	-0.42225
PROM1	6	0.0073348	0.033478	0.327147	1	6	-0.48092	0.99267	0.99242	0.992417	10	0	-0.48092
