id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	3.0541	0.03883	0.038527	0.385273	1	1	3.0541
SOX9	6	0.99999	1.0	0.999995	9	0	1.0545	0.41517	0.41486	0.999995	2	0	1.0545
CTRL	10	0.50585	0.79912	0.999995	5	5	0.0033735	0.83419	0.83493	0.999995	3	0	0.0033735
CCR5	10	0.79755	0.94344	0.999995	7	3	0.099599	0.85853	0.8583	0.999995	4	0	0.099599
ROSA26	10	0.81712	0.95117	0.999995	8	4	0.013207	0.8796	0.88022	0.999995	5	0	0.013207
PROM1	6	0.59273	0.7978	0.999995	6	3	-0.0021025	0.92366	0.92391	0.999995	6	0	-0.0021025
AAVS1	10	0.3054	0.62975	0.999995	4	5	0.015896	0.93855	0.93887	0.999995	7	0	0.015896
LRIG1	6	0.012271	0.053764	0.179214	3	6	-0.12317	0.98773	0.98771	0.999995	8	0	-0.12317
EGFP	6	4.1512e-06	1.4997e-05	0.000125	1	6	-2.8321	0.99999	1.0	0.999995	9	0	-2.8321
KRT20	6	6.9543e-06	2.4995e-05	0.000125	2	6	-2.0327	0.99999	1.0	0.999995	10	0	-2.0327
