id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.792	0.79028	0.992417	5	0	0.28685	0.0055424	0.019541	0.195411	1	4	0.28685
ROSA26	10	0.41148	0.56783	0.992417	3	2	0.038166	0.047519	0.14001	0.621126	2	3	0.038166
EGFP	6	0.99267	0.99242	0.992417	10	0	0.057615	0.08789	0.18634	0.621126	3	3	0.057615
PROM1	6	0.96942	0.96923	0.992417	8	0	0.015425	0.18183	0.30405	0.760135	4	1	0.015425
CTRL	10	0.97012	0.97117	0.992417	9	0	0.047229	0.25594	0.44646	0.892911	5	3	0.047229
AAVS1	10	0.80615	0.81779	0.992417	6	1	-0.0089861	0.73692	0.80458	0.999965	6	1	-0.0089861
CCR5	10	0.83419	0.83871	0.992417	7	1	-0.01478	0.77391	0.82099	0.999965	7	1	-0.01478
KRT20	6	0.50916	0.54739	0.992417	4	1	-0.02548	0.89134	0.89044	0.999965	8	0	-0.02548
LRIG1	6	0.010265	0.032479	0.162393	2	4	-0.08389	0.99776	0.99756	0.999965	9	0	-0.08389
SOX9	6	0.00016403	0.00063487	0.006349	1	5	-0.35328	0.99993	0.99997	0.999965	10	0	-0.35328
