id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.2367	3.9138e-07	4.999e-06	5e-05	1	6	2.2367
SOX9	6	0.99999	1.0	0.999995	9	0	1.0969	1.2003e-05	3.4993e-05	0.000175	2	6	1.0969
AAVS1	10	0.5876	0.84539	0.999995	5	4	-0.069653	0.83419	0.83493	0.999995	3	0	-0.069653
ROSA26	10	0.0037897	0.02355	0.078501	3	9	-0.23055	0.85853	0.8583	0.999995	4	0	-0.23055
LRIG1	6	0.89134	0.9393	0.999995	8	1	-0.089069	0.90318	0.90309	0.999995	5	0	-0.089069
CTRL	10	0.87324	0.96243	0.999995	7	3	-0.10754	0.9135	0.9138	0.999995	6	0	-0.10754
CCR5	10	0.77047	0.93022	0.999995	6	2	-0.082294	0.94844	0.94928	0.999995	7	0	-0.082294
PROM1	6	0.081486	0.23753	0.593819	4	5	-0.146	0.9831	0.98323	0.999995	8	0	-0.146
EGFP	6	1.1191e-05	3.4993e-05	0.000175	2	6	-1.6313	0.99999	1.0	0.999995	9	0	-1.6313
KRT20	6	6.9543e-06	2.4995e-05	0.000175	1	6	-1.137	0.99999	1.0	0.999995	10	0	-1.137
