id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.1422	1.4365e-07	4.999e-06	5e-05	1	6	2.1422
SOX9	6	0.99999	1.0	0.999995	9	0	0.66809	1.2003e-05	3.4993e-05	0.000175	2	6	0.66809
AAVS1	10	0.81286	0.94936	0.999995	8	3	0.10855	0.27192	0.51259	0.999755	3	4	0.10855
KRT20	6	0.61855	0.81621	0.999995	7	3	-0.053603	0.32201	0.49009	0.999755	4	2	-0.053603
PROM1	6	0.46388	0.70405	0.999995	5	2	0.072904	0.48161	0.62544	0.999755	5	2	0.072904
LRIG1	6	0.51283	0.73993	0.999995	6	3	-0.1401	0.89134	0.89044	0.999755	6	0	-0.1401
ROSA26	10	0.36087	0.69087	0.999995	4	6	-0.12588	0.92698	0.94005	0.999755	7	1	-0.12588
CCR5	10	0.27002	0.58822	0.999995	3	6	-0.17912	0.96404	0.96486	0.999755	8	1	-0.17912
CTRL	10	0.00037619	0.0031244	0.015622	2	9	-0.34524	0.97959	0.98018	0.999755	9	0	-0.34524
mKate2	6	0.00028532	0.0014347	0.014347	1	6	-0.66804	0.99971	0.99976	0.999755	10	0	-0.66804
