id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	0.6136	0.03883	0.038527	0.385273	1	1	0.6136
EGFP	6	0.99888	0.99884	0.999995	8	0	0.08356	0.41517	0.41486	0.999965	2	0	0.08356
KRT20	6	0.99949	0.99953	0.999995	9	0	0.095281	0.46388	0.46355	0.999965	3	0	0.095281
LRIG1	6	0.81245	0.8112	0.999995	4	0	-0.082055	0.76974	0.76702	0.999965	4	0	-0.082055
ROSA26	10	0.85853	0.8583	0.999995	5	0	-0.021383	0.77391	0.77465	0.999965	5	0	-0.021383
CTRL	10	0.99265	0.99297	0.999995	7	0	0.017499	0.80615	0.80665	0.999965	6	0	0.017499
PROM1	6	0.9597	0.95967	0.999995	6	0	-0.0035313	0.92366	0.92391	0.999965	7	0	-0.0035313
CCR5	10	0.59101	0.5911	0.999995	3	0	-0.14016	0.97526	0.97604	0.999965	8	0	-0.14016
AAVS1	10	0.5282	0.52828	0.999995	2	0	-0.1302	0.99526	0.99538	0.999965	9	0	-0.1302
SOX9	6	6.2594e-05	0.00016497	0.00165	1	4	-0.54452	0.99993	0.99997	0.999965	10	0	-0.54452
