id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	4.5745	3.8147e-06	1.4997e-05	0.00015	1	6	4.5745
SOX9	6	0.99999	1.0	0.999995	9	0	1.6512	0.00026724	0.0011048	0.005524	2	5	1.6512
KRT20	6	0.99776	0.99756	0.999995	8	0	-0.21694	0.65978	0.65838	0.986758	3	0	-0.21694
EGFP	6	0.03883	0.10952	0.583508	2	2	-0.34856	0.84834	0.84736	0.986758	4	0	-0.34856
LRIG1	6	0.24639	0.39507	0.790132	5	1	-0.35868	0.86401	0.86292	0.986758	5	0	-0.35868
CTRL	10	0.28429	0.50241	0.837358	6	2	-0.32754	0.89781	0.8985	0.986758	6	0	-0.32754
AAVS1	10	0.59101	0.74663	0.999995	7	2	-0.36749	0.9135	0.9138	0.986758	7	0	-0.36749
PROM1	6	0.15916	0.30694	0.790132	3	3	-0.38392	0.94754	0.94743	0.986758	8	0	-0.38392
ROSA26	10	0.035472	0.1167	0.583508	1	5	-0.40575	0.97959	0.98018	0.986758	9	0	-0.40575
CCR5	10	0.17996	0.37961	0.790132	4	4	-0.37835	0.98626	0.98676	0.986758	10	0	-0.37835
