sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g3	EGFP	337.53	2637.5	337.53	2637.5	2.9624	2.645e+06	19442	16.495	1	2.0054e-61	4.0109e-61	1.8613e-59	True
EGFP_g2	EGFP	602.07	4342.7	602.07	4342.7	2.8485	6.996e+06	51501	16.483	1	2.4491e-61	4.8981e-61	1.8613e-59	True
EGFP_g5	EGFP	546.33	3896.4	546.33	3896.4	2.832	5.6115e+06	43726	16.021	1	4.593e-58	9.186e-58	2.3271e-56	True
EGFP_g1	EGFP	554.97	3469.4	554.97	3469.4	2.642	4.2471e+06	44897	13.755	1	2.394e-43	4.788e-43	9.0972e-42	True
EGFP_g4	EGFP	378.35	2258.8	378.35	2258.8	2.5746	1.768e+06	23557	12.252	1	8.2875e-35	1.6575e-34	2.5194e-33	True
EGFP_g6	EGFP	877.59	4240.7	877.59	4240.7	2.2714	5.6554e+06	97219	10.786	1	2.0033e-27	4.0067e-27	5.0751e-26	True
SOX9_g5	SOX9	927.04	2319.4	927.04	2319.4	1.3221	9.6932e+05	1.0664e+05	4.2637	0.99999	1.0075e-05	2.015e-05	0.00021877	True
SOX9_g2	SOX9	702.54	1537.1	702.54	1537.1	1.1284	3.4823e+05	66804	3.2288	0.99938	0.00062354	0.0012471	0.010758	True
SOX9_g4	SOX9	489.82	1104.6	489.82	1104.6	1.1716	1.8898e+05	36380	3.2232	0.99936	0.00063701	0.001274	0.010758	True
SOX9_g1	SOX9	1078.5	2116.9	1078.5	2116.9	0.97224	5.3912e+05	1.3767e+05	2.7986	0.99743	0.0025713	0.0051426	0.039084	True
SOX9_g3	SOX9	397.19	727.22	397.19	727.22	0.87091	54459	25564	2.0641	0.98037	0.01963	0.039261	0.27126	True
SOX9_g6	SOX9	1737.9	2835.9	1737.9	2835.9	0.70613	6.0277e+05	3.0812e+05	1.978	0.97602	0.023984	0.047969	0.3038	True
CTRL0006_g6	CTRL	3982.9	2959.8	3982.9	2959.8	-0.42817	5.2332e+05	1.2518e+06	0.91498	0.1801	0.8199	0.3602	0.89237	False
AAVS1_g10	AAVS1	1185.3	845.67	1185.3	845.67	-0.48659	57672	1.6145e+05	0.84981	0.19771	0.80229	0.39543	0.89237	False
LRIG1_g5	LRIG1	4058.3	3127.9	4058.3	3127.9	-0.37557	4.3281e+05	1.2921e+06	0.81899	0.2064	0.7936	0.41279	0.89237	False
CTRL0001_g1	CTRL	1881.6	1409	1881.6	1409	-0.41701	1.1166e+05	3.5237e+05	0.79816	0.21239	0.78761	0.42477	0.89237	False
PROM1_g4	PROM1	3326.7	2574.2	3326.7	2574.2	-0.36983	2.8311e+05	9.2323e+05	0.78385	0.21656	0.78344	0.43313	0.89237	False
PROM1_g6	PROM1	4606.9	3622.3	4606.9	3622.3	-0.34681	4.8474e+05	1.6011e+06	0.77849	0.21814	0.78186	0.43628	0.89237	False
CCR5_g3	CCR5	1330.5	991.66	1330.5	991.66	-0.42369	57409	1.9624e+05	0.76841	0.22112	0.77888	0.44225	0.89237	False
KRT20_g3	KRT20	2085.6	1599.1	2085.6	1599.1	-0.38306	1.1838e+05	4.1934e+05	0.75306	0.22571	0.77429	0.45141	0.89237	False
ROSA26_g5	ROSA26	2095.1	1611.5	2095.1	1611.5	-0.37843	1.1694e+05	4.2254e+05	0.7456	0.22795	0.77205	0.45591	0.89237	False
AAVS1_g7	AAVS1	1441.2	1090.8	1441.2	1090.8	-0.40151	61376	2.2459e+05	0.7423	0.22895	0.77105	0.45791	0.89237	False
AAVS1_g4	AAVS1	1073	801.59	1073	801.59	-0.42031	36842	1.3649e+05	0.7394	0.22983	0.77017	0.45966	0.89237	False
KRT20_g6	KRT20	1897.3	1472.3	1897.3	1472.3	-0.36558	90274	3.5735e+05	0.71266	0.23803	0.76197	0.47606	0.89237	False
mKate2_g6	mKate2	3515.8	2805.6	3515.8	2805.6	-0.32547	2.5224e+05	1.0137e+06	0.70602	0.24009	0.75991	0.48017	0.89237	False
mKate2_g5	mKate2	2068.4	1629.4	2068.4	1629.4	-0.34401	96368	4.1349e+05	0.68428	0.2469	0.7531	0.4938	0.89237	False
AAVS1_g2	AAVS1	2180.6	1740.9	2180.6	1740.9	-0.32472	96670	4.5211e+05	0.65531	0.25614	0.74386	0.51227	0.89237	False
LRIG1_g2	LRIG1	1356.4	1064.7	1356.4	1064.7	-0.34911	42560	2.0274e+05	0.65094	0.25754	0.74246	0.51508	0.89237	False
KRT20_g5	KRT20	4153.2	3406.1	4153.2	3406.1	-0.28604	2.7911e+05	1.3436e+06	0.64495	0.25948	0.74052	0.51896	0.89237	False
KRT20_g4	KRT20	1142.1	895.25	1142.1	895.25	-0.351	30472	1.5165e+05	0.63774	0.26182	0.73818	0.52364	0.89237	False
mKate2_g1	mKate2	2269.3	1837.3	2269.3	1837.3	-0.3045	93310	4.8363e+05	0.62241	0.26683	0.73317	0.53367	0.89237	False
CCR5_g1	CCR5	1504.8	1201	1504.8	1201	-0.32505	46135	2.4158e+05	0.62046	0.26748	0.73252	0.53495	0.89237	False
PROM1_g3	PROM1	2134.3	1725.8	2134.3	1725.8	-0.30637	83454	4.3601e+05	0.62008	0.2676	0.7324	0.5352	0.89237	False
CTRL0003_g3	CTRL	5690.2	4761.4	5690.2	4761.4	-0.25705	4.3136e+05	2.2885e+06	0.61417	0.26955	0.73045	0.5391	0.89237	False
LRIG1_g1	LRIG1	2313.3	1880	2313.3	1880	-0.29904	93855	4.9957e+05	0.61416	0.26956	0.73044	0.53911	0.89237	False
AAVS1_g5	AAVS1	1954.6	1581.2	1954.6	1581.2	-0.30569	69715	3.7577e+05	0.61071	0.2707	0.7293	0.54139	0.89237	False
ROSA26_g7	ROSA26	2344.7	1915.8	2344.7	1915.8	-0.29128	91954	5.1108e+05	0.601	0.27392	0.72608	0.54784	0.89237	False
mKate2_g2	mKate2	2747.4	2261.5	2747.4	2261.5	-0.28063	1.1801e+05	6.6809e+05	0.59522	0.27585	0.72415	0.5517	0.89237	False
ROSA26_g4	ROSA26	2347	1924.1	2347	1924.1	-0.28652	89437	5.1195e+05	0.59222	0.27685	0.72315	0.5537	0.89237	False
ROSA26_g8	ROSA26	1741.8	1414.5	1741.8	1414.5	-0.30012	53574	3.093e+05	0.59044	0.27745	0.72255	0.55489	0.89237	False
LRIG1_g6	LRIG1	1369	1108.7	1369	1108.7	-0.30393	33862	2.0592e+05	0.5762	0.28224	0.71776	0.56448	0.89237	False
ROSA26_g1	ROSA26	6439.8	5523	6439.8	5523	-0.22153	4.2028e+05	2.8215e+06	0.54594	0.29255	0.70745	0.58511	0.89237	False
CTRL0004_g4	CTRL	1048.7	853.93	1048.7	853.93	-0.29611	18969	1.3131e+05	0.54141	0.29411	0.70589	0.58823	0.89237	False
CTRL0007_g7	CTRL	2262.3	1891	2262.3	1891	-0.25846	68900	4.8109e+05	0.53633	0.29587	0.70413	0.59173	0.89237	False
ROSA26_g2	ROSA26	2785	2345.6	2785	2345.6	-0.24767	96574	6.8365e+05	0.5323	0.29726	0.70274	0.59452	0.89237	False
KRT20_g1	KRT20	2069.9	1735.4	2069.9	1735.4	-0.25418	55957	4.1402e+05	0.52121	0.30111	0.69889	0.60222	0.89237	False
LRIG1_g4	LRIG1	2580.2	2188.5	2580.2	2188.5	-0.23739	76685	6.0082e+05	0.5061	0.30639	0.69361	0.61278	0.89237	False
CTRL0010_g10	CTRL	3044.9	2604.5	3044.9	2604.5	-0.2253	96965	7.9491e+05	0.49455	0.31046	0.68954	0.62092	0.89237	False
AAVS1_g1	AAVS1	2638.3	2262.9	2638.3	2262.9	-0.22131	70439	6.2386e+05	0.47601	0.31704	0.68296	0.63407	0.89237	False
KRT20_g2	KRT20	2789.8	2413	2789.8	2413	-0.2092	70955	6.8561e+05	0.45566	0.32432	0.67568	0.64863	0.89237	False
CCR5_g6	CCR5	1639	1406.2	1639	1406.2	-0.22084	27090	2.7909e+05	0.44239	0.3291	0.6709	0.65821	0.89237	False
mKate2_g4	mKate2	1800.7	1550.9	1800.7	1550.9	-0.21537	31213	3.2717e+05	0.43833	0.33057	0.66943	0.66114	0.89237	False
CCR5_g4	CCR5	1044.8	893.87	1044.8	893.87	-0.22483	11387	1.3048e+05	0.42125	0.33679	0.66321	0.67357	0.89237	False
PROM1_g2	PROM1	3040.9	2667.8	3040.9	2667.8	-0.18878	69600	7.9318e+05	0.4195	0.33743	0.66257	0.67485	0.89237	False
AAVS1_g8	AAVS1	2927.1	2571.4	2927.1	2571.4	-0.18684	63256	7.4364e+05	0.41308	0.33977	0.66023	0.67955	0.89237	False
mKate2_g3	mKate2	2412.2	2115.5	2412.2	2115.5	-0.18923	43998	5.362e+05	0.40599	0.34238	0.65762	0.68475	0.89237	False
