id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	3.3352	1.4365e-07	4.999e-06	5e-05	1	6	3.3352
SOX9	6	0.99999	1.0	0.999995	9	0	0.85939	1.2003e-05	3.4993e-05	0.000175	2	6	0.85939
KRT20	6	0.99949	0.99953	0.999995	8	0	0.046501	0.65978	0.65838	0.999825	3	0	0.046501
EGFP	6	0.99913	0.9991	0.999995	7	0	0.03871	0.71922	0.71755	0.999825	4	0	0.03871
PROM1	6	0.0043265	0.020761	0.072102	3	5	-0.40096	0.90318	0.90309	0.999825	5	0	-0.40096
ROSA26	10	0.0034213	0.021631	0.072102	2	6	-0.42487	0.98322	0.98378	0.999825	6	0	-0.42487
CCR5	10	0.81712	0.95117	0.999995	6	4	-0.29512	0.98626	0.98676	0.999825	7	0	-0.29512
AAVS1	10	0.023844	0.11089	0.221786	5	8	-0.42284	0.99265	0.99297	0.999825	8	0	-0.42284
CTRL	10	0.0048413	0.029269	0.073173	4	9	-0.37742	0.99856	0.99861	0.999825	9	0	-0.37742
LRIG1	6	0.00020804	0.00094481	0.009448	1	6	-0.47052	0.99979	0.99983	0.999825	10	0	-0.47052
