id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	3.7546	4.1512e-06	1.4997e-05	0.000125	1	6	3.7546
KRT20	6	0.99999	1.0	0.999995	10	0	2.612	6.9543e-06	2.4995e-05	0.000125	2	6	2.612
mKate2	6	0.99985	0.99988	0.999995	8	0	0.017887	0.65978	0.65838	0.998205	3	0	0.017887
SOX9	6	0.00041595	0.0020646	0.020646	1	5	-0.80965	0.87831	0.8776	0.998205	4	0	-0.80965
LRIG1	6	0.30751	0.57306	0.980362	6	4	-0.51253	0.92366	0.92391	0.998205	5	0	-0.51253
ROSA26	10	0.023844	0.11089	0.369643	3	8	-0.5083	0.93855	0.93887	0.998205	6	0	-0.5083
CTRL	10	0.73692	0.91868	0.999995	7	2	-0.42689	0.94844	0.94928	0.998205	7	0	-0.42689
AAVS1	10	0.27002	0.58822	0.980362	5	6	-0.53842	0.96404	0.96469	0.998205	8	0	-0.53842
PROM1	6	0.081486	0.23786	0.594644	4	5	-0.52202	0.97349	0.97348	0.998205	9	0	-0.52202
CCR5	10	0.016186	0.082449	0.369643	2	8	-0.58199	0.99815	0.99821	0.998205	10	0	-0.58199
