sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
LRIG1_g5	LRIG1	4178.8	2741.4	4178.8	2741.4	-0.60801	1.0331e+06	8.6094e+07	0.96787	0.16655	0.83345	0.33311	0.64767	False
ROSA26_g8	ROSA26	1789.8	1131.8	1789.8	1131.8	-0.66069	2.1646e+05	1.3429e+07	0.95838	0.16894	0.83106	0.33787	0.64767	False
CCR5_g1	CCR5	1476.7	941.55	1476.7	941.55	-0.64873	1.432e+05	8.8121e+06	0.94484	0.17237	0.82763	0.34474	0.64767	False
CTRL0006_g6	CTRL	3420.1	2306.5	3420.1	2306.5	-0.5681	6.1999e+05	5.55e+07	0.94009	0.17359	0.82641	0.34717	0.64767	False
AAVS1_g3	AAVS1	1548.9	1005.6	1548.9	1005.6	-0.62273	1.476e+05	9.783e+06	0.93398	0.17516	0.82484	0.35031	0.64767	False
LRIG1_g1	LRIG1	2379.8	1629.7	2379.8	1629.7	-0.54588	2.8125e+05	2.507e+07	0.91378	0.18042	0.81958	0.36083	0.64767	False
PROM1_g6	PROM1	4688.5	3347.2	4688.5	3347.2	-0.48607	8.9961e+05	1.1079e+08	0.91346	0.1805	0.8195	0.361	0.64767	False
CCR5_g6	CCR5	1557	1043.2	1557	1043.2	-0.57725	1.3198e+05	9.8961e+06	0.91165	0.18098	0.81902	0.36195	0.64767	False
ROSA26_g6	ROSA26	2817.3	1965.5	2817.3	1965.5	-0.51918	3.6277e+05	3.629e+07	0.90771	0.18202	0.81798	0.36403	0.64767	False
ROSA26_g3	ROSA26	3238.6	2289.9	3238.6	2289.9	-0.49989	4.4998e+05	4.9249e+07	0.90413	0.18296	0.81704	0.36593	0.64767	False
PROM1_g4	PROM1	3359.6	2390.7	3359.6	2390.7	-0.49067	4.6936e+05	5.3371e+07	0.90113	0.18376	0.81624	0.36752	0.64767	False
ROSA26_g9	ROSA26	844.84	554.94	844.84	554.94	-0.60546	42022	2.5923e+06	0.90106	0.18378	0.81622	0.36756	0.64767	False
ROSA26_g1	ROSA26	6457.3	4795.4	6457.3	4795.4	-0.4292	1.3809e+06	2.2342e+08	0.89958	0.18417	0.81583	0.36834	0.64767	False
CTRL0003_g3	CTRL	5788.2	4279.1	5788.2	4279.1	-0.43573	1.1387e+06	1.758e+08	0.89789	0.18462	0.81538	0.36924	0.64767	False
AAVS1_g5	AAVS1	1782.8	1229.1	1782.8	1229.1	-0.53615	1.5328e+05	1.3314e+07	0.89672	0.18493	0.81507	0.36987	0.64767	False
CCR5_g10	CCR5	1870.1	1295.7	1870.1	1295.7	-0.52897	1.6492e+05	1.4784e+07	0.89513	0.18536	0.81464	0.37072	0.64767	False
ROSA26_g7	ROSA26	2040	1426.4	2040	1426.4	-0.51589	1.8825e+05	1.7887e+07	0.89225	0.18613	0.81387	0.37226	0.64767	False
LRIG1_g3	LRIG1	1534.9	1057.3	1534.9	1057.3	-0.53738	1.1407e+05	9.5908e+06	0.89105	0.18645	0.81355	0.3729	0.64767	False
AAVS1_g8	AAVS1	2442.6	1732.3	2442.6	1732.3	-0.49546	2.5224e+05	2.6544e+07	0.8897	0.18681	0.81319	0.37363	0.64767	False
PROM1_g3	PROM1	2049.3	1448.3	2049.3	1448.3	-0.50048	1.8059e+05	1.8067e+07	0.88467	0.18817	0.81183	0.37633	0.64767	False
LRIG1_g2	LRIG1	1363.8	941.55	1363.8	941.55	-0.53409	89166	7.403e+06	0.88445	0.18823	0.81177	0.37645	0.64767	False
CTRL0004_g4	CTRL	975.17	666.28	975.17	666.28	-0.54885	47709	3.5498e+06	0.8781	0.18994	0.81006	0.37989	0.64767	False
CCR5_g5	CCR5	1676.9	1188.8	1676.9	1188.8	-0.49595	1.1912e+05	1.1642e+07	0.8738	0.19111	0.80889	0.38223	0.64767	False
LRIG1_g4	LRIG1	2823.1	2067.2	2823.1	2067.2	-0.44942	2.857e+05	3.6454e+07	0.87276	0.1914	0.8086	0.38279	0.64767	False
CCR5_g7	CCR5	3233.9	2391.6	3233.9	2391.6	-0.43515	3.5475e+05	4.9094e+07	0.87155	0.19173	0.80827	0.38346	0.64767	False
CTRL0010_g10	CTRL	3126.8	2320.6	3126.8	2320.6	-0.43006	3.2503e+05	4.5602e+07	0.86747	0.19284	0.80716	0.38569	0.64767	False
CTRL0005_g5	CTRL	1959.7	1416.7	1959.7	1416.7	-0.46777	1.4739e+05	1.6381e+07	0.86613	0.19321	0.80679	0.38642	0.64767	False
CTRL0007_g7	CTRL	2180.8	1586.8	2180.8	1586.8	-0.45847	1.764e+05	2.0704e+07	0.86604	0.19323	0.80677	0.38647	0.64767	False
ROSA26_g4	ROSA26	2291.3	1688.5	2291.3	1688.5	-0.44022	1.817e+05	2.3074e+07	0.85888	0.1952	0.8048	0.39041	0.64767	False
PROM1_g1	PROM1	1964.3	1435.1	1964.3	1435.1	-0.45258	1.4002e+05	1.6466e+07	0.85847	0.19532	0.80468	0.39064	0.64767	False
ROSA26_g2	ROSA26	2738.2	2041.8	2738.2	2041.8	-0.4232	2.4247e+05	3.4093e+07	0.85806	0.19543	0.80457	0.39086	0.64767	False
CTRL0002_g2	CTRL	1770	1289.6	1770	1289.6	-0.45651	1.1538e+05	1.3105e+07	0.85595	0.19601	0.80399	0.39203	0.64767	False
CTRL0009_g9	CTRL	2002.7	1470.2	2002.7	1470.2	-0.44569	1.4179e+05	1.718e+07	0.85578	0.19606	0.80394	0.39212	0.64767	False
CTRL0008_g8	CTRL	2074.9	1534.2	2074.9	1534.2	-0.43529	1.4616e+05	1.8565e+07	0.85199	0.19711	0.80289	0.39422	0.64767	False
AAVS1_g1	AAVS1	2304.1	1716.5	2304.1	1716.5	-0.42449	1.7262e+05	2.3357e+07	0.85106	0.19737	0.80263	0.39474	0.64767	False
AAVS1_g10	AAVS1	1163.7	835.48	1163.7	835.48	-0.47755	53863	5.2286e+06	0.8488	0.198	0.802	0.39599	0.64767	False
ROSA26_g5	ROSA26	1894.5	1409.7	1894.5	1409.7	-0.42616	1.1751e+05	1.5211e+07	0.84328	0.19954	0.80046	0.39907	0.64767	False
AAVS1_g6	AAVS1	825.06	585.62	825.06	585.62	-0.49381	28665	2.4612e+06	0.8428	0.19967	0.80033	0.39934	0.64767	False
PROM1_g2	PROM1	2996.5	2296	2996.5	2296	-0.384	2.4534e+05	4.154e+07	0.84198	0.1999	0.8001	0.3998	0.64767	False
AAVS1_g7	AAVS1	1259.1	917.01	1259.1	917.01	-0.45698	58519	6.2141e+06	0.84149	0.20004	0.79996	0.40007	0.64767	False
CCR5_g3	CCR5	1325.4	973.99	1325.4	973.99	-0.4441	61760	6.954e+06	0.837	0.2013	0.7987	0.40259	0.64767	False
AAVS1_g9	AAVS1	699.38	496.2	699.38	496.2	-0.49431	20641	1.7136e+06	0.83622	0.20151	0.79849	0.40303	0.64767	False
CCR5_g8	CCR5	1957.3	1487.7	1957.3	1487.7	-0.39555	1.1026e+05	1.6338e+07	0.82883	0.2036	0.7964	0.4072	0.64767	False
PROM1_g5	PROM1	1882.9	1428.1	1882.9	1428.1	-0.39857	1.034e+05	1.5007e+07	0.82868	0.20364	0.79636	0.40729	0.64767	False
CCR5_g9	CCR5	1168.3	872.3	1168.3	872.3	-0.42116	43823	5.2745e+06	0.81952	0.20624	0.79376	0.41249	0.64767	False
CTRL0001_g1	CTRL	1859.6	1427.2	1859.6	1427.2	-0.38152	93461	1.4603e+07	0.81921	0.20633	0.79367	0.41267	0.64767	False
LRIG1_g6	LRIG1	1362.7	1032.7	1362.7	1032.7	-0.39965	54435	7.3892e+06	0.81492	0.20756	0.79244	0.41512	0.64767	False
AAVS1_g2	AAVS1	2070.2	1608.7	2070.2	1608.7	-0.36367	1.0649e+05	1.8474e+07	0.81467	0.20763	0.79237	0.41526	0.64767	False
CCR5_g2	CCR5	2130.7	1667.4	2130.7	1667.4	-0.35351	1.0731e+05	1.9678e+07	0.81064	0.20879	0.79121	0.41757	0.64767	False
CCR5_g4	CCR5	1038	800.41	1038	800.41	-0.3746	28228	4.0703e+06	0.7896	0.21488	0.78512	0.42976	0.65227	False
AAVS1_g4	AAVS1	892.55	694.33	892.55	694.33	-0.36185	19646	2.9239e+06	0.77607	0.21885	0.78115	0.43771	0.65227	False
ROSA26_g10	ROSA26	2280.8	1990.9	2280.8	1990.9	-0.19602	42020	2.2843e+07	0.72909	0.23297	0.76703	0.46595	0.681	False
EGFP_g2	EGFP	1083.4	2590.6	1083.4	2590.6	1.2569	1.1358e+06	4.4704e+06	0.71284	0.658	0.342	0.68401	0.96268	True
EGFP_g3	EGFP	644.69	1419.3	644.69	1419.3	1.1373	3.0005e+05	1.4336e+06	0.64699	0.63281	0.36719	0.73438	0.97583	True
EGFP_g5	EGFP	1034.5	2303	1034.5	2303	1.1538	8.0457e+05	4.0404e+06	0.63108	0.62103	0.37897	0.75794	0.97583	True
SOX9_g2	SOX9	1232.4	2672.1	1232.4	2672.1	1.1159	1.0365e+06	5.9283e+06	0.59133	0.60043	0.39957	0.79914	0.97583	True
EGFP_g4	EGFP	674.94	1412.3	674.94	1412.3	1.0641	2.7187e+05	1.5851e+06	0.58569	0.60366	0.39634	0.79268	0.97583	True
mKate2_g1	mKate2	2123.7	4661.3	2123.7	4661.3	1.1338	3.2196e+06	1.9537e+07	0.57411	0.58667	0.41333	0.82666	0.97583	True
SOX9_g4	SOX9	864.62	1797.2	864.62	1797.2	1.0547	4.3484e+05	2.7272e+06	0.56471	0.59106	0.40894	0.81787	0.97583	True
mKate2_g3	mKate2	2431	5304.8	2431	5304.8	1.1255	4.1295e+06	2.6268e+07	0.56073	0.57868	0.42132	0.84264	0.97583	True
mKate2_g2	mKate2	2607.8	5622.2	2607.8	5622.2	1.108	4.5431e+06	3.0638e+07	0.54458	0.56986	0.43014	0.86027	0.97583	True
KRT20_g4	KRT20	394.49	758.33	394.49	758.33	0.94108	66189	4.8882e+05	0.5204	0.57771	0.42229	0.84459	0.97583	True
mKate2_g5	mKate2	2058.6	4243.1	2058.6	4243.1	1.0431	2.3862e+06	1.8247e+07	0.51141	0.55547	0.44453	0.88906	0.97594	True
mKate2_g6	mKate2	3680.8	7809.5	3680.8	7809.5	1.085	8.5231e+06	6.5192e+07	0.51135	0.54931	0.45069	0.90137	0.97594	True
EGFP_g1	EGFP	1026.4	1971.7	1026.4	1971.7	0.94117	4.4677e+05	3.971e+06	0.47436	0.54413	0.45587	0.91173	0.97594	True
SOX9_g1	SOX9	1604.7	3010.5	1604.7	3010.5	0.90726	9.8812e+05	1.0573e+07	0.43234	0.51718	0.48282	0.96563	0.98769	True
SOX9_g5	SOX9	1746.7	3288.4	1746.7	3288.4	0.91238	1.1885e+06	1.2731e+07	0.4321	0.51607	0.48393	0.96787	0.98769	True
KRT20_g2	KRT20	1167.2	2097.9	1167.2	2097.9	0.84536	4.3311e+05	5.263e+06	0.40569	0.50689	0.49311	0.98621	0.98769	True
KRT20_g5	KRT20	1480.2	2630.9	1480.2	2630.9	0.82933	6.6206e+05	8.8578e+06	0.38663	0.49385	0.50615	0.98769	0.98769	True
KRT20_g3	KRT20	994.96	1682.3	994.96	1682.3	0.75718	2.3625e+05	3.7095e+06	0.3569	0.48287	0.51713	0.96574	0.98769	True
KRT20_g1	KRT20	907.68	1385.2	907.68	1385.2	0.60924	1.1399e+05	3.0336e+06	0.27414	0.43911	0.56089	0.87821	0.97594	True
mKate2_g4	mKate2	1909.6	2933.4	1909.6	2933.4	0.61901	5.2404e+05	1.5478e+07	0.26022	0.42103	0.57897	0.84206	0.97583	True
KRT20_g6	KRT20	799.46	1183.5	799.46	1183.5	0.56541	73752	2.297e+06	0.25341	0.42948	0.57052	0.85896	0.97583	True
EGFP_g6	EGFP	1924.7	2711.6	1924.7	2711.6	0.49424	3.0955e+05	1.5748e+07	0.19827	0.38584	0.61416	0.77169	0.97583	True
SOX9_g3	SOX9	1099.7	1376.4	1099.7	1376.4	0.32353	38281	4.619e+06	0.12875	0.35479	0.64521	0.70959	0.97583	True
SOX9_g6	SOX9	3112.9	3405.9	3112.9	3405.9	0.12975	42932	4.5157e+07	0.043606	0.28861	0.71139	0.57721	0.8277	True
