id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	0.99997	1.0	0.999995	9	0	0.94847	4.1512e-06	1.4997e-05	0.000125	1	6	0.94847
KRT20	6	0.99999	1.0	0.999995	10	0	0.73389	6.9543e-06	2.4995e-05	0.000125	2	6	0.73389
EGFP	6	0.99985	0.99988	0.999995	8	0	0.32047	0.00014906	0.00069486	0.002316	3	6	0.32047
SOX9	6	0.18183	0.34701	0.578343	6	1	0.00077138	0.81245	0.8112	0.999565	4	0	0.00077138
LRIG1	6	0.029137	0.088017	0.569076	1	3	-0.25718	0.9404	0.94007	0.999565	5	0	-0.25718
PROM1	6	0.1383	0.28454	0.569076	5	2	-0.17036	0.94754	0.94743	0.999565	6	0	-0.17036
ROSA26	10	0.10332	0.27616	0.569076	4	5	-0.19681	0.95687	0.95742	0.999565	7	0	-0.19681
AAVS1	10	0.063876	0.19654	0.569076	3	4	-0.20615	0.97959	0.98018	0.999565	8	0	-0.20615
CTRL	10	0.82218	0.90347	0.999995	7	2	-0.13708	0.9888	0.98939	0.999565	9	0	-0.13708
CCR5	10	0.044509	0.15218	0.569076	2	6	-0.22455	0.99951	0.99957	0.999565	10	0	-0.22455
