sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
ROSA26_g1	ROSA26	5736.1	3901.2	5736.1	3901.2	-0.55605	1.6835e+06	8.2847e+11	2.7062	0.0034026	0.9966	0.0068052	0.02975	False
PROM1_g6	PROM1	4358.3	2580.6	4358.3	2580.6	-0.75582	1.5801e+06	3.4673e+11	2.6991	0.0034762	0.99652	0.0069525	0.02975	False
ROSA26_g3	ROSA26	2822.6	1509.9	2822.6	1509.9	-0.90212	8.6158e+05	8.7446e+10	2.6484	0.0040431	0.99596	0.0080863	0.02975	False
PROM1_g4	PROM1	3176.6	1869	3176.6	1869	-0.76491	8.5495e+05	1.2719e+11	2.6395	0.0041518	0.99585	0.0083036	0.02975	False
LRIG1_g5	LRIG1	3776.2	2467.7	3776.2	2467.7	-0.61356	8.561e+05	2.2007e+11	2.638	0.0041703	0.99583	0.0083406	0.02975	False
CTRL0006_g6	CTRL	3478	2170.6	3478	2170.6	-0.67996	8.5475e+05	1.6955e+11	2.6374	0.0041778	0.99582	0.0083555	0.02975	False
AAVS1_g8	AAVS1	2929.5	1665.1	2929.5	1665.1	-0.81468	7.9935e+05	9.838e+10	2.6352	0.0042042	0.9958	0.0084084	0.02975	False
CTRL0003_g3	CTRL	4851.1	4211.5	4851.1	4211.5	-0.20394	2.0455e+05	4.8696e+11	2.5907	0.0047887	0.99521	0.0095774	0.02975	False
AAVS1_g1	AAVS1	2339.4	1443.6	2339.4	1443.6	-0.69606	4.0121e+05	4.8214e+10	2.5621	0.0052014	0.9948	0.010403	0.02975	False
PROM1_g3	PROM1	1856.2	1038.7	1856.2	1038.7	-0.83704	3.3421e+05	2.3151e+10	2.5495	0.0053939	0.99461	0.010788	0.02975	False
CCR5_g6	CCR5	1589.9	865.31	1589.9	865.31	-0.8769	2.6253e+05	1.4168e+10	2.5278	0.005739	0.99426	0.011478	0.02975	False
AAVS1_g3	AAVS1	1607.5	888.62	1607.5	888.62	-0.85442	2.5836e+05	1.4669e+10	2.5245	0.0057923	0.99421	0.011585	0.02975	False
PROM1_g5	PROM1	1629.8	926.49	1629.8	926.49	-0.81416	2.4731e+05	1.5325e+10	2.5175	0.0059091	0.99409	0.011818	0.02975	False
KRT20_g2	KRT20	2120.9	1507.7	2120.9	1507.7	-0.49205	1.8802e+05	3.5331e+10	2.4925	0.0063428	0.99366	0.012686	0.02975	False
CCR5_g2	CCR5	2285.2	1700.8	2285.2	1700.8	-0.42593	1.7079e+05	4.4759e+10	2.4916	0.0063592	0.99364	0.012718	0.02975	False
ROSA26_g7	ROSA26	2178.4	1576.9	2178.4	1576.9	-0.46587	1.8086e+05	3.8454e+10	2.4915	0.0063597	0.99364	0.012719	0.02975	False
ROSA26_g6	ROSA26	2441.5	1889.4	2441.5	1889.4	-0.36965	1.524e+05	5.5205e+10	2.4913	0.0063633	0.99364	0.012727	0.02975	False
LRIG1_g4	LRIG1	2331.4	1763.4	2331.4	1763.4	-0.40267	1.6134e+05	4.7695e+10	2.49	0.0063879	0.99361	0.012776	0.02975	False
KRT20_g5	KRT20	2669.5	2196	2669.5	2196	-0.28156	1.1209e+05	7.3273e+10	2.488	0.0064224	0.99358	0.012845	0.02975	False
LRIG1_g6	LRIG1	1296.5	704.34	1296.5	704.34	-0.87934	1.7532e+05	7.4189e+09	2.4867	0.0064467	0.99355	0.012893	0.02975	False
ROSA26_g4	ROSA26	1921.6	1331.5	1921.6	1331.5	-0.52897	1.7413e+05	2.5837e+10	2.4812	0.0065466	0.99345	0.013093	0.02975	False
ROSA26_g5	ROSA26	1715.9	1126.1	1715.9	1126.1	-0.60723	1.7395e+05	1.8043e+10	2.4772	0.0066211	0.99338	0.013242	0.02975	False
CTRL0010_g10	CTRL	2800.3	2445.9	2800.3	2445.9	-0.19515	62803	8.5271e+10	2.4766	0.0066322	0.99337	0.013264	0.02975	False
ROSA26_g2	ROSA26	2422.3	1975.3	2422.3	1975.3	-0.29416	99902	5.3845e+10	2.471	0.006736	0.99326	0.013472	0.02975	False
KRT20_g1	KRT20	1486.3	922.85	1486.3	922.85	-0.68692	1.5871e+05	1.1441e+10	2.4672	0.0068082	0.99319	0.013616	0.02975	False
CCR5_g7	CCR5	2479.8	2087.5	2479.8	2087.5	-0.2483	76924	5.7996e+10	2.4645	0.0068598	0.99314	0.01372	0.02975	False
PROM1_g2	PROM1	2623.3	2343.9	2623.3	2343.9	-0.16239	39024	6.9324e+10	2.4549	0.0070468	0.99295	0.014094	0.02975	False
PROM1_g1	PROM1	1749.4	1271	1749.4	1271	-0.46056	1.1442e+05	1.9184e+10	2.4447	0.0072486	0.99275	0.014497	0.02975	False
LRIG1_g2	LRIG1	1221.5	726.19	1221.5	726.19	-0.74948	1.2269e+05	6.1424e+09	2.4421	0.0073018	0.9927	0.014604	0.02975	False
CTRL0007_g7	CTRL	2039.6	1648.3	2039.6	1648.3	-0.30714	76561	3.1211e+10	2.4384	0.0073761	0.99262	0.014752	0.02975	False
LRIG1_g1	LRIG1	1888.1	1509.2	1888.1	1509.2	-0.32298	71794	2.4436e+10	2.4262	0.0076294	0.99237	0.015259	0.02975	False
