id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
mKate2	6	1.0	1.0	0.999995	10	0	2.1845	1.9572e-06	1.4997e-05	0.00015	1	6	2.1845
SOX9	6	0.99999	1.0	0.999995	9	0	0.99452	1.2003e-05	3.4993e-05	0.000175	2	6	0.99452
KRT20	6	0.99913	0.9991	0.999995	8	0	-0.0076955	0.65978	0.65838	0.986758	3	0	-0.0076955
EGFP	6	0.99493	0.99471	0.999995	7	0	-0.091901	0.69069	0.68962	0.986758	4	0	-0.091901
AAVS1	10	0.16651	0.45197	0.753291	6	6	-0.31406	0.92698	0.92732	0.986758	5	0	-0.31406
PROM1	6	0.0036244	0.017342	0.142497	1	5	-0.36566	0.95395	0.95404	0.986758	6	0	-0.36566
ROSA26	10	0.0046939	0.028499	0.142497	2	8	-0.32736	0.97012	0.97117	0.986758	7	0	-0.32736
LRIG1	6	0.10333	0.2867	0.716744	4	5	-0.29945	0.97349	0.97348	0.986758	8	0	-0.29945
CTRL	10	0.1232	0.368	0.736003	5	7	-0.27576	0.98322	0.98378	0.986758	9	0	-0.27576
CCR5	10	0.070678	0.25275	0.716744	3	7	-0.33356	0.98626	0.98676	0.986758	10	0	-0.33356
