id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99933	0.99932	0.999995	8	0	0.043478	0.03883	0.038527	0.385273	1	1	0.043478
mKate2	6	0.99999	1.0	0.999995	10	0	0.35262	0.11273	0.11272	0.563612	2	0	0.35262
KRT20	6	0.99993	0.99997	0.999995	9	0	0.32745	0.18183	0.18276	0.609195	3	0	0.32745
AAVS1	10	0.1096	0.33853	0.983762	3	7	-0.23446	0.83419	0.83493	0.999995	4	0	-0.23446
CCR5	10	0.25594	0.56716	0.983762	4	4	-0.15488	0.85853	0.8583	0.999995	5	0	-0.15488
ROSA26	10	0.27002	0.58498	0.983762	5	6	-0.098226	0.8796	0.88022	0.999995	6	0	-0.098226
PROM1	6	0.32395	0.59026	0.983762	6	3	-0.12438	0.9404	0.94007	0.999995	7	0	-0.12438
CTRL	10	0.53992	0.81953	0.999995	7	5	-0.093803	0.95687	0.95742	0.999995	8	0	-0.093803
LRIG1	6	0.0073348	0.033478	0.167392	2	6	-0.23143	0.99267	0.99242	0.999995	9	0	-0.23143
SOX9	6	1.9572e-06	1.4997e-05	0.00015	1	6	-0.73263	1.0	1.0	0.999995	10	0	-0.73263
