id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SOX9	6	0.99998	1.0	0.999995	10	0	0.48872	1.9796e-05	6.4987e-05	0.00065	1	6	0.48872
EGFP	6	0.99985	0.99988	0.999995	9	0	0.35799	0.00090402	0.0040442	0.020221	2	5	0.35799
CCR5	10	0.19145	0.47641	0.952819	5	6	-0.20673	0.59101	0.72097	0.999995	3	2	-0.20673
AAVS1	10	0.41148	0.72052	0.99462	6	5	-0.12435	0.73692	0.78947	0.999995	4	1	-0.12435
KRT20	6	0.59273	0.7957	0.99462	8	3	-0.10731	0.74552	0.743	0.999995	5	0	-0.10731
CTRL	10	0.092026	0.29779	0.952819	3	4	-0.073308	0.80615	0.82634	0.999995	6	1	-0.073308
PROM1	6	0.17998	0.39806	0.952819	4	3	-0.15108	0.83119	0.8296	0.999995	7	0	-0.15108
mKate2	6	0.51222	0.73246	0.99462	7	2	-0.098497	0.89134	0.89044	0.999995	8	0	-0.098497
ROSA26	10	0.063876	0.22851	0.952819	2	7	-0.1649	0.97959	0.98018	0.999995	9	0	-0.1649
LRIG1	6	3.1414e-05	9.4981e-05	0.00095	1	6	-0.41677	0.99997	1.0	0.999995	10	0	-0.41677
