sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g1	EGFP	158.72	2691.5	158.72	2691.5	4.0753	3.2076e+06	2.001e+05	5.6621	1	1.1707e-08	2.3413e-08	1.7794e-06	True
EGFP_g5	EGFP	189.56	3235.9	189.56	3235.9	4.0863	4.6401e+06	3.0681e+05	5.4997	1	3.0005e-08	6.0011e-08	2.2804e-06	True
EGFP_g2	EGFP	277.48	3594.3	277.48	3594.3	3.6905	5.5008e+06	7.6809e+05	3.7846	0.99988	0.00012332	0.00024663	0.006248	True
EGFP_g3	EGFP	190.7	1835	190.7	1835	3.2596	1.3518e+06	3.1128e+05	2.9471	0.99747	0.0025306	0.0050612	0.096163	True
EGFP_g4	EGFP	202.12	1373.3	202.12	1373.3	2.7584	6.8588e+05	3.5807e+05	1.9573	0.96021	0.039791	0.079582	0.39423	True
SOX9_g2	SOX9	179.28	1123.4	179.28	1123.4	2.6409	4.4568e+05	2.6828e+05	1.8228	0.94622	0.053776	0.10755	0.39423	True
CTRL0009_g9	CTRL	1569	794.3	1569	794.3	-0.98117	3.0006e+05	4.9843e+07	1.4377	0.075259	0.92474	0.15052	0.39423	False
CCR5_g3	CCR5	1054	578.15	1054	578.15	-0.86519	1.132e+05	1.9117e+07	1.3581	0.087217	0.91278	0.17443	0.39423	False
CCR5_g10	CCR5	1001.4	557.7	1001.4	557.7	-0.84339	98457	1.6902e+07	1.345	0.08931	0.91069	0.17862	0.39423	False
PROM1_g6	PROM1	2665.2	1778.9	2665.2	1778.9	-0.58296	3.9273e+05	1.7861e+08	1.3356	0.090838	0.90916	0.18168	0.39423	False
mKate2_g6	mKate2	2015.5	1317.3	2015.5	1317.3	-0.61314	2.4371e+05	9.1112e+07	1.3206	0.093316	0.90668	0.18663	0.39423	False
PROM1_g2	PROM1	2335.2	1574.4	2335.2	1574.4	-0.56847	2.8943e+05	1.299e+08	1.3173	0.093877	0.90612	0.18775	0.39423	False
LRIG1_g4	LRIG1	1781.4	1159	1781.4	1159	-0.61969	1.9368e+05	6.7673e+07	1.3114	0.094864	0.90514	0.18973	0.39423	False
CTRL0010_g10	CTRL	2297.5	1577	2297.5	1577	-0.54257	2.5954e+05	1.2491e+08	1.3055	0.09586	0.90414	0.19172	0.39423	False
CTRL0003_g3	CTRL	3421.1	2524.3	3421.1	2524.3	-0.43843	4.0214e+05	3.2592e+08	1.3034	0.09622	0.90378	0.19244	0.39423	False
CTRL0001_g1	CTRL	1350.9	855.67	1350.9	855.67	-0.65814	1.2261e+05	3.4756e+07	1.3002	0.096761	0.90324	0.19352	0.39423	False
KRT20_g5	KRT20	1808.8	1206.1	1808.8	1206.1	-0.58424	1.8159e+05	7.0208e+07	1.2989	0.096995	0.90301	0.19399	0.39423	False
CTRL0006_g6	CTRL	2290.7	1599.3	2290.7	1599.3	-0.51808	2.3901e+05	1.2401e+08	1.2955	0.097566	0.90243	0.19513	0.39423	False
PROM1_g4	PROM1	1877.3	1283.5	1877.3	1283.5	-0.5482	1.7629e+05	7.6786e+07	1.2882	0.098843	0.90116	0.19769	0.39423	False
AAVS1_g8	AAVS1	1401.1	973.97	1401.1	973.97	-0.52417	91226	3.7952e+07	1.2501	0.10563	0.89437	0.21126	0.39423	False
AAVS1_g10	AAVS1	646.32	401.15	646.32	401.15	-0.68673	30053	5.8863e+06	1.2422	0.10708	0.89292	0.21416	0.39423	False
AAVS1_g9	AAVS1	432.78	252.61	432.78	252.61	-0.77436	16231	2.2404e+06	1.241	0.1073	0.8927	0.2146	0.39423	False
CTRL0008_g8	CTRL	1494.7	1072.7	1494.7	1072.7	-0.47828	89062	4.4351e+07	1.2378	0.1079	0.8921	0.2158	0.39423	False
CTRL0002_g2	CTRL	1038	711.58	1038	711.58	-0.54406	53272	1.8426e+07	1.229	0.10953	0.89047	0.21906	0.39423	False
KRT20_g4	KRT20	623.48	395.81	623.48	395.81	-0.65419	25915	5.3977e+06	1.2255	0.1102	0.8898	0.2204	0.39423	False
LRIG1_g5	LRIG1	2198.2	1726.5	2198.2	1726.5	-0.3483	1.1125e+05	1.1229e+08	1.2231	0.11064	0.88936	0.22129	0.39423	False
AAVS1_g2	AAVS1	1354.3	982.86	1354.3	982.86	-0.46208	68980	3.4969e+07	1.2214	0.11096	0.88904	0.22193	0.39423	False
