sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
KRT20_g2	KRT20	954.74	6597.1	954.74	6597.1	2.7874	1.5918e+07	1.2767e+06	4.9936	1	3.7003e-07	7.4007e-07	5.6245e-05	True
EGFP_g2	EGFP	651.35	2101.6	651.35	2101.6	1.6885	1.0516e+06	5.8343e+05	1.8987	0.96413	0.035866	0.071731	0.76795	True
EGFP_g3	EGFP	392.56	1225.9	392.56	1225.9	1.6403	3.4719e+05	2.0688e+05	1.832	0.95847	0.041531	0.083063	0.76795	True
EGFP_g5	EGFP	686.25	1825.9	686.25	1825.9	1.4105	6.4937e+05	6.4924e+05	1.4144	0.90206	0.097941	0.19588	0.76795	True
EGFP_g4	EGFP	441.02	1150.5	441.02	1150.5	1.3813	2.5166e+05	2.6256e+05	1.3845	0.89681	0.10319	0.20637	0.76795	True
EGFP_g1	EGFP	598.04	1531.5	598.04	1531.5	1.3552	4.3571e+05	4.8984e+05	1.3338	0.88659	0.11341	0.22682	0.76795	True
KRT20_g4	KRT20	343.12	738.41	343.12	738.41	1.1034	78124	1.5707e+05	0.99739	0.80254	0.19746	0.39492	0.76795	True
KRT20_g5	KRT20	1024.5	2180.1	1024.5	2180.1	1.0887	6.6768e+05	1.4752e+06	0.95142	0.78677	0.21323	0.42646	0.76795	True
KRT20_g3	KRT20	747.31	1525.3	747.31	1525.3	1.0284	3.0267e+05	7.7307e+05	0.88489	0.76555	0.23445	0.46891	0.76795	True
KRT20_g1	KRT20	661.05	1322.9	661.05	1322.9	0.99982	2.1905e+05	6.0135e+05	0.85353	0.75507	0.24493	0.48986	0.76795	True
AAVS1_g4	AAVS1	817.1	511.2	817.1	511.2	-0.67556	46786	9.2817e+05	0.76864	0.22105	0.77895	0.44211	0.76795	False
ROSA26_g7	ROSA26	2064.6	1374.6	2064.6	1374.6	-0.5865	2.3804e+05	6.1975e+06	0.72175	0.23522	0.76478	0.47045	0.76795	False
SOX9_g6	SOX9	3470	2390.8	3470	2390.8	-0.53727	5.8237e+05	1.7956e+07	0.69581	0.24327	0.75673	0.48655	0.76795	False
AAVS1_g8	AAVS1	2173.1	1516.1	2173.1	1516.1	-0.51916	2.1587e+05	6.8836e+06	0.6812	0.24787	0.75213	0.49575	0.76795	False
AAVS1_g9	AAVS1	655.23	454.4	655.23	454.4	-0.52706	20166	5.9057e+05	0.67755	0.24903	0.75097	0.49806	0.76795	False
CCR5_g6	CCR5	1421	999.69	1421	999.69	-0.50689	88736	2.883e+06	0.67045	0.25128	0.74872	0.50257	0.76795	False
CCR5_g2	CCR5	1804.8	1315.7	1804.8	1315.7	-0.4557	1.196e+05	4.7052e+06	0.64022	0.26101	0.73899	0.52203	0.76795	False
LRIG1_g4	LRIG1	2194.4	1602.8	2194.4	1602.8	-0.45301	1.7502e+05	7.0227e+06	0.64007	0.26106	0.73894	0.52213	0.76795	False
KRT20_g6	KRT20	612.58	1068.9	612.58	1068.9	0.80212	1.041e+05	5.1453e+05	0.63612	0.67347	0.32653	0.65306	0.76795	True
SOX9_g3	SOX9	1758.3	1296.1	1758.3	1296.1	-0.43971	1.0681e+05	4.4601e+06	0.62988	0.26439	0.73561	0.52877	0.76795	False
CTRL0008_g8	CTRL	1507.2	1119.5	1507.2	1119.5	-0.42873	75172	3.253e+06	0.62165	0.26708	0.73292	0.53417	0.76795	False
SOX9_g2	SOX9	2325.3	1747.4	2325.3	1747.4	-0.41201	1.6699e+05	7.9074e+06	0.61448	0.26945	0.73055	0.5389	0.76795	False
CTRL0010_g10	CTRL	2399.9	1812.4	2399.9	1812.4	-0.40486	1.7257e+05	8.4361e+06	0.61016	0.27088	0.72912	0.54176	0.76795	False
CTRL0006_g6	CTRL	2815.7	2131.6	2815.7	2131.6	-0.40144	2.3406e+05	1.1703e+07	0.60931	0.27116	0.72884	0.54232	0.76795	False
PROM1_g3	PROM1	1545	1167	1545	1167	-0.40454	71456	3.4223e+06	0.60631	0.27215	0.72785	0.54431	0.76795	False
AAVS1_g6	AAVS1	636.81	481.25	636.81	481.25	-0.40334	12100	5.5708e+05	0.59854	0.27474	0.72526	0.54948	0.76795	False
LRIG1_g1	LRIG1	1850.3	1428.3	1850.3	1428.3	-0.3733	89075	4.9518e+06	0.58755	0.27842	0.72158	0.55683	0.76795	False
LRIG1_g2	LRIG1	996.42	770.42	996.42	770.42	-0.37068	25537	1.3935e+06	0.58068	0.28073	0.71927	0.56146	0.76795	False
AAVS1_g7	AAVS1	1058.5	822.06	1058.5	822.06	-0.36425	27941	1.577e+06	0.57694	0.28199	0.71801	0.56398	0.76795	False
ROSA26_g6	ROSA26	2176	1705	2176	1705	-0.3517	1.1091e+05	6.9025e+06	0.57483	0.2827	0.7173	0.56541	0.76795	False
CTRL0002_g2	CTRL	1240.7	967.67	1240.7	967.67	-0.35821	37265	2.1835e+06	0.57429	0.28289	0.71711	0.56577	0.76795	False
LRIG1_g5	LRIG1	3102.7	2445.5	3102.7	2445.5	-0.34324	2.1592e+05	1.4277e+07	0.5724	0.28352	0.71648	0.56705	0.76795	False
PROM1_g2	PROM1	2218.7	1750.5	2218.7	1750.5	-0.34177	1.096e+05	7.1825e+06	0.56846	0.28486	0.71514	0.56972	0.76795	False
CCR5_g10	CCR5	1393.8	1099.9	1393.8	1099.9	-0.34145	43206	2.7714e+06	0.5642	0.28631	0.71369	0.57262	0.76795	False
AAVS1_g3	AAVS1	1280.4	1012.1	1280.4	1012.1	-0.33899	36002	2.3291e+06	0.56184	0.28711	0.71289	0.57422	0.76795	False
PROM1_g6	PROM1	3431.2	2740.9	3431.2	2740.9	-0.32399	2.383e+05	1.7548e+07	0.56064	0.28752	0.71248	0.57504	0.76795	False
CCR5_g4	CCR5	852.96	674.38	852.96	674.38	-0.33848	15947	1.0135e+06	0.55807	0.2884	0.7116	0.5768	0.76795	False
LRIG1_g3	LRIG1	1146.7	917.07	1146.7	917.07	-0.32202	26355	1.858e+06	0.54958	0.2913	0.7087	0.58261	0.76795	False
PROM1_g4	PROM1	2403.8	1939.5	2403.8	1939.5	-0.30951	1.078e+05	8.4641e+06	0.54781	0.29191	0.70809	0.58382	0.76795	False
AAVS1_g1	AAVS1	1829	1472.7	1829	1472.7	-0.31244	63491	4.8356e+06	0.5473	0.29209	0.70791	0.58418	0.76795	False
PROM1_g1	PROM1	1553.8	1250.6	1553.8	1250.6	-0.31286	45938	3.462e+06	0.54612	0.29249	0.70751	0.58498	0.76795	False
