id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	0.99999	1.0	0.999995	9	0	3.6065	4.1512e-06	1.4997e-05	0.000125	1	6	3.6065
KRT20	6	0.99999	1.0	0.999995	10	0	2.5726	6.9543e-06	2.4995e-05	0.000125	2	6	2.5726
mKate2	6	0.99582	0.99563	0.999995	8	0	-0.25246	0.65978	0.65838	0.999835	3	0	-0.25246
LRIG1	6	0.35026	0.61986	0.999995	5	3	-0.42116	0.792	0.79028	0.999835	4	0	-0.42116
PROM1	6	0.53978	0.75963	0.999995	6	3	-0.42426	0.81245	0.8112	0.999835	5	0	-0.42426
ROSA26	10	0.050212	0.19879	0.662617	3	8	-0.47703	0.89781	0.8985	0.999835	6	0	-0.47703
CTRL	10	0.87324	0.96628	0.999995	7	3	-0.41222	0.9135	0.9138	0.999835	7	0	-0.41222
SOX9	6	0.022796	0.087607	0.438037	2	4	-0.57092	0.94754	0.94743	0.999835	8	0	-0.57092
AAVS1	10	0.14141	0.40422	0.999995	4	7	-0.48572	0.97012	0.97117	0.999835	9	0	-0.48572
CCR5	10	0.00014961	0.0011348	0.011348	1	10	-0.53763	0.99985	0.99984	0.999835	10	0	-0.53763
