sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
SOX9_g2	SOX9	2048.6	785.91	2048.6	785.91	-1.3811	7.972e+05	5.6234e+08	1.9655	0.024679	0.97532	0.049357	0.18244	False
SOX9_g1	SOX9	2265.1	997.62	2265.1	997.62	-1.1822	8.0322e+05	7.3327e+08	1.9189	0.027498	0.9725	0.054995	0.18244	False
SOX9_g5	SOX9	2345.9	1113.6	2345.9	1113.6	-1.0742	7.5921e+05	8.0441e+08	1.8907	0.029331	0.97067	0.058661	0.18244	False
SOX9_g6	SOX9	3496.5	1937.2	3496.5	1937.2	-0.85159	1.2157e+06	2.3093e+09	1.8756	0.030357	0.96964	0.060714	0.18244	False
SOX9_g4	SOX9	1316.4	597.41	1316.4	597.41	-1.1385	2.5845e+05	1.7477e+08	1.8343	0.033305	0.96669	0.06661	0.18244	False
ROSA26_g1	ROSA26	4627.5	3657	4627.5	3657	-0.33951	4.7098e+05	4.8427e+09	1.7532	0.039781	0.96022	0.079563	0.18244	False
SOX9_g3	SOX9	1265.6	719.21	1265.6	719.21	-0.8145	1.4928e+05	1.5752e+08	1.7256	0.042207	0.95779	0.084413	0.18244	False
ROSA26_g7	ROSA26	2371.7	1651.1	2371.7	1651.1	-0.52226	2.5967e+05	8.2809e+08	1.7181	0.04289	0.95711	0.08578	0.18244	False
LRIG1_g5	LRIG1	2963.1	2267.8	2963.1	2267.8	-0.38566	2.4172e+05	1.4912e+09	1.705	0.044101	0.9559	0.088202	0.18244	False
EGFP_g2	EGFP	2161.5	1505.1	2161.5	1505.1	-0.52186	2.1542e+05	6.4797e+08	1.7048	0.044113	0.95589	0.088226	0.18244	False
CTRL0003_g3	CTRL	3946	3379.5	3946	3379.5	-0.22352	1.6046e+05	3.1788e+09	1.6927	0.045255	0.95474	0.09051	0.18244	False
EGFP_g6	EGFP	2258.9	1669.5	2258.9	1669.5	-0.43599	1.7369e+05	7.2797e+08	1.6828	0.04621	0.95379	0.09242	0.18244	False
PROM1_g6	PROM1	3273.8	2822.7	3273.8	2822.7	-0.21383	1.0176e+05	1.9408e+09	1.6624	0.048213	0.95179	0.096426	0.18244	False
EGFP_g5	EGFP	1815.6	1320.5	1815.6	1320.5	-0.45906	1.2256e+05	4.0872e+08	1.6591	0.048547	0.95145	0.097094	0.18244	False
EGFP_g3	EGFP	1261.5	827.48	1261.5	827.48	-0.60772	94178	1.5616e+08	1.6568	0.04878	0.95122	0.09756	0.18244	False
CCR5_g7	CCR5	2372.8	1905.3	2372.8	1905.3	-0.31639	1.0926e+05	8.2904e+08	1.65	0.049475	0.95052	0.098951	0.18244	False
