id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	2.4137	1.9572e-06	1.4997e-05	0.00015	1	6	2.4137
KRT20	6	0.99999	1.0	0.999995	9	0	1.7752	1.2003e-05	3.4993e-05	0.000175	2	6	1.7752
SOX9	6	0.99979	0.99983	0.999995	8	0	0.14419	0.08789	0.18581	0.619359	3	3	0.14419
LRIG1	6	0.65978	0.84411	0.999995	7	2	-0.17195	0.792	0.79028	0.997705	4	0	-0.17195
mKate2	6	0.028103	0.10254	0.452397	2	4	-0.19227	0.94754	0.94743	0.997705	5	0	-0.19227
ROSA26	10	0.1195	0.36031	0.720626	5	6	-0.1804	0.94844	0.94928	0.997705	6	0	-0.1804
PROM1	6	0.24025	0.48835	0.813912	6	4	-0.18055	0.95395	0.95404	0.997705	7	0	-0.18055
CTRL	10	0.042122	0.17333	0.452397	3	8	-0.20842	0.95687	0.95742	0.997705	8	0	-0.20842
AAVS1	10	0.044509	0.18096	0.452397	4	6	-0.25386	0.96404	0.96469	0.997705	9	0	-0.25386
CCR5	10	0.019428	0.094996	0.452397	1	8	-0.26136	0.99764	0.99771	0.997705	10	0	-0.26136
