id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	3.9396	0.0055424	0.010723	0.107229	1	2	3.9396
SOX9	6	0.99999	1.0	0.999995	9	0	1.3195	0.36283	0.36269	0.986758	2	0	1.3195
mKate2	6	0.69069	0.85563	0.999995	6	1	-0.3535	0.71922	0.71755	0.986758	3	0	-0.3535
PROM1	6	0.021549	0.084338	0.300727	3	5	-0.60457	0.74552	0.743	0.986758	4	0	-0.60457
KRT20	6	0.71922	0.86654	0.999995	7	2	-0.42294	0.792	0.79028	0.986758	5	0	-0.42294
AAVS1	10	0.73692	0.91868	0.999995	8	4	-0.49608	0.83419	0.83493	0.986758	6	0	-0.49608
CCR5	10	0.4826	0.78323	0.999995	5	4	-0.43337	0.9135	0.9138	0.986758	7	0	-0.43337
CTRL	10	0.020422	0.098665	0.300727	2	8	-0.49518	0.97012	0.97117	0.986758	8	0	-0.49518
LRIG1	6	0.034234	0.12029	0.300727	4	5	-0.76094	0.9771	0.9771	0.986758	9	0	-0.76094
ROSA26	10	0.0048413	0.029269	0.292691	1	9	-0.60286	0.98626	0.98676	0.986758	10	0	-0.60286
