id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
EGFP	6	1.0	1.0	0.999995	10	0	1.9865	1.4365e-07	4.999e-06	5e-05	1	6	1.9865
KRT20	6	0.99999	1.0	0.999995	9	0	1.5951	1.2003e-05	3.4993e-05	0.000175	2	6	1.5951
mKate2	6	0.91393	0.91393	0.999995	8	0	-0.08677	0.69069	0.68962	0.999995	3	0	-0.08677
ROSA26	10	0.33989	0.59363	0.999995	5	4	-0.18496	0.83419	0.83493	0.999995	4	0	-0.18496
LRIG1	6	0.69069	0.76043	0.999995	7	1	-0.19991	0.86401	0.86292	0.999995	5	0	-0.19991
CTRL	10	0.63599	0.81357	0.999995	6	2	-0.1874	0.9135	0.9138	0.999995	6	0	-0.1874
AAVS1	10	0.25881	0.50012	0.999995	3	3	-0.25456	0.92698	0.92732	0.999995	7	0	-0.25456
CCR5	10	0.3054	0.55467	0.999995	4	4	-0.24573	0.95687	0.95742	0.999995	8	0	-0.24573
PROM1	6	0.13948	0.28612	0.999995	2	3	-0.23155	0.97349	0.97348	0.999995	9	0	-0.23155
SOX9	6	1.9572e-06	1.4997e-05	0.00015	1	6	-0.4799	1.0	1.0	0.999995	10	0	-0.4799
