sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
EGFP_g2	EGFP	628.31	4460.6	628.31	4460.6	2.8257	7.3432e+06	12583	34.164	1	4.12e-256	8.2399e-256	6.2623e-254	True
EGFP_g5	EGFP	570.15	3557.2	570.15	3557.2	2.6392	4.4612e+06	11003	28.476	1	1.1564e-178	2.3128e-178	8.7885e-177	True
EGFP_g1	EGFP	579.16	3348	579.16	3348	2.5292	3.8333e+06	11244	26.112	1	1.3326e-150	2.6652e-150	6.7517e-149	True
EGFP_g6	EGFP	915.84	4550.4	915.84	4550.4	2.3116	6.6051e+06	21186	24.971	1	6.3516e-138	1.2703e-137	2.4136e-136	True
EGFP_g4	EGFP	394.84	2245.7	394.84	2245.7	2.5048	1.7128e+06	6629.5	22.732	1	1.087e-114	2.174e-114	3.3044e-113	True
EGFP_g3	EGFP	352.25	1985.2	352.25	1985.2	2.4913	1.3333e+06	5665.2	21.695	1	1.1347e-104	2.2693e-104	2.8745e-103	True
SOX9_g5	SOX9	967.45	2196.9	967.45	2196.9	1.1824	7.5582e+05	22856	8.1325	1	2.103e-16	4.2059e-16	4.5665e-15	True
SOX9_g2	SOX9	733.17	1383.4	733.17	1383.4	0.91503	2.1137e+05	15574	5.21	1	9.4421e-08	1.8884e-07	1.7489e-06	True
SOX9_g4	SOX9	511.17	1016.3	511.17	1016.3	0.99011	1.276e+05	9463.9	5.1928	1	1.0355e-07	2.0711e-07	1.7489e-06	True
SOX9_g6	SOX9	1813.7	2951.5	1813.7	2951.5	0.70223	6.4733e+05	54620	4.8686	1	5.6202e-07	1.124e-06	8.09e-06	True
SOX9_g1	SOX9	1125.6	1941.6	1125.6	1941.6	0.78605	3.3294e+05	28186	4.8605	1	5.8546e-07	1.1709e-06	8.09e-06	True
SOX9_g3	SOX9	414.5	719.91	414.5	719.91	0.79495	46635	7088.5	3.6274	0.99986	0.00014314	0.00028628	0.0018131	True
mKate2_g2	mKate2	2867.1	2155.9	2867.1	2155.9	-0.41117	2.5294e+05	1.0319e+05	2.2142	0.013409	0.98659	0.026818	0.14921	False
LRIG1_g5	LRIG1	4235.2	3315.9	4235.2	3315.9	-0.3529	4.2248e+05	1.7754e+05	2.1816	0.014571	0.98543	0.029142	0.14921	False
KRT20_g5	KRT20	4334.3	3401.9	4334.3	3401.9	-0.34935	4.3465e+05	1.8335e+05	2.1774	0.014725	0.98528	0.029449	0.14921	False
CTRL0003_g3	CTRL	5938.2	4831.5	5938.2	4831.5	-0.29752	6.1247e+05	2.8424e+05	2.0759	0.01895	0.98105	0.0379	0.17701	False
mKate2_g1	mKate2	2368.2	1804.3	2368.2	1804.3	-0.39222	1.5904e+05	79115	2.0051	0.022475	0.97753	0.04495	0.17701	False
KRT20_g6	KRT20	1980	1484.7	1980	1484.7	-0.41503	1.2263e+05	61694	1.9938	0.023086	0.97691	0.046172	0.17701	False
CTRL0006_g6	CTRL	4156.5	3332.6	4156.5	3332.6	-0.31863	3.394e+05	1.7297e+05	1.981	0.023795	0.9762	0.047591	0.17701	False
KRT20_g3	KRT20	2176.6	1651.6	2176.6	1651.6	-0.39802	1.3782e+05	70362	1.9792	0.023895	0.97611	0.04779	0.17701	False
mKate2_g6	mKate2	3669.1	2918.1	3669.1	2918.1	-0.33028	2.8198e+05	1.4541e+05	1.9694	0.024455	0.97554	0.048911	0.17701	False
mKate2_g5	mKate2	2158.5	1652.8	2158.5	1652.8	-0.38491	1.2787e+05	69554	1.9175	0.027588	0.97241	0.055175	0.1906	False
ROSA26_g1	ROSA26	6720.6	5678.4	6720.6	5678.4	-0.24305	5.4302e+05	3.3773e+05	1.7932	0.036466	0.96353	0.072933	0.241	False
ROSA26_g4	ROSA26	2449.3	1944.1	2449.3	1944.1	-0.33312	1.2762e+05	82904	1.7546	0.039661	0.96034	0.079322	0.25119	False
CCR5_g3	CCR5	1388.5	1054.8	1388.5	1054.8	-0.39619	55668	37706	1.7184	0.042866	0.95713	0.085731	0.26062	False
AAVS1_g5	AAVS1	2039.8	1620.8	2039.8	1620.8	-0.33155	87782	64296	1.6524	0.049223	0.95078	0.098446	0.28571	False
CTRL0001_g1	CTRL	1963.6	1559.2	1963.6	1559.2	-0.33252	81776	60986	1.6376	0.050751	0.94925	0.1015	0.28571	False
KRT20_g4	KRT20	1191.9	914.96	1191.9	914.96	-0.38112	38349	30514	1.5854	0.056437	0.94356	0.11287	0.30637	False
CCR5_g8	CCR5	1911.1	1541.2	1911.1	1541.2	-0.31021	68433	58737	1.5265	0.063445	0.93655	0.12689	0.33254	False
ROSA26_g2	ROSA26	2906.4	2421.5	2906.4	2421.5	-0.26325	1.1758e+05	1.0516e+05	1.4954	0.067404	0.9326	0.13481	0.33452	False
ROSA26_g5	ROSA26	2186.4	1790.1	2186.4	1790.1	-0.28833	78505	70804	1.4891	0.068224	0.93178	0.13645	0.33452	False
AAVS1_g1	AAVS1	2753.3	2303.4	2753.3	2303.4	-0.25725	1.0117e+05	97537	1.4403	0.074893	0.92511	0.14979	0.35393	False
CCR5_g1	CCR5	1570.4	1270.4	1570.4	1270.4	-0.30557	44983	44724	1.4183	0.078053	0.92195	0.15611	0.35393	False
CCR5_g7	CCR5	3092.4	2617.8	3092.4	2617.8	-0.24026	1.126e+05	1.1463e+05	1.4016	0.080512	0.91949	0.16102	0.35393	False
mKate2_g3	mKate2	2517.3	2119.9	2517.3	2119.9	-0.24777	78962	86119	1.3542	0.08784	0.91216	0.17568	0.35393	False
PROM1_g1	PROM1	2088.9	1740.1	2088.9	1740.1	-0.26344	60834	66458	1.3531	0.088018	0.91198	0.17604	0.35393	False
AAVS1_g10	AAVS1	1237	994.52	1237	994.52	-0.31444	29388	32124	1.3526	0.088086	0.91191	0.17617	0.35393	False
LRIG1_g1	LRIG1	2414.1	2032.7	2414.1	2032.7	-0.248	72749	81252	1.3382	0.09042	0.90958	0.18084	0.35393	False
AAVS1_g2	AAVS1	2275.7	1910.8	2275.7	1910.8	-0.25202	66580	74852	1.3338	0.091137	0.90886	0.18227	0.35393	False
CTRL0004_g4	CTRL	1094.4	877.75	1094.4	877.75	-0.31797	23474	27112	1.3159	0.094101	0.9059	0.1882	0.35393	False
PROM1_g3	PROM1	2227.3	1874.8	2227.3	1874.8	-0.24844	62132	72653	1.3078	0.095468	0.90453	0.19094	0.35393	False
KRT20_g2	KRT20	2911.4	2524.2	2911.4	2524.2	-0.20581	74961	1.0541e+05	1.1926	0.11651	0.88349	0.23303	0.42167	False
AAVS1_g7	AAVS1	1504	1264	1504	1264	-0.25063	28801	42125	1.1694	0.12113	0.87887	0.24226	0.42817	False
