id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
KRT20	10	0.95877	0.95824	0.986662	24	0	0.6539	0.0062244	0.026992	0.674788	1	5	0.6539
hSATB2	3	0.9564	0.95603	0.986662	23	0	1.0913	0.025564	0.054698	0.683721	2	2	1.0913
mKate	10	0.5112	0.51224	0.914712	14	0	0.55083	0.032412	0.10845	0.845421	3	3	0.55083
mKatescrm	10	0.033675	0.063123	0.526029	2	2	0.39969	0.043006	0.13527	0.845421	4	4	0.39969
KRT20scrm	10	0.35406	0.3564	0.84328	9	1	0.27436	0.094415	0.24212	0.851673	5	3	0.27436
hSMARCD1	4	0.85682	0.85723	0.986662	20	0	0.40167	0.22752	0.34081	0.851673	6	1	0.40167
LGR5	10	0.98694	0.98666	0.986662	25	0	0.34419	0.25957	0.47388	0.851673	7	3	0.34419
hSMARCB1	2	0.87144	0.87034	0.986662	21	0	0.66814	0.28531	0.29303	0.851673	8	1	0.66814
GFPscrm	10	0.43755	0.43851	0.84328	13	0	0.18961	0.30826	0.52114	0.851673	9	1	0.18961
GFP	10	0.60549	0.60726	0.958308	15	0	0.49074	0.34414	0.55737	0.851673	10	3	0.49074
hSATB1	3	0.90022	0.90029	0.986662	22	0	0.63207	0.42358	0.43587	0.851673	11	1	0.63207
hSMARCC2	3	0.21023	0.20951	0.729432	7	0	0.056893	0.43714	0.44717	0.851673	12	1	0.056893
CCR5	9	0.74654	0.74702	0.986662	18	0	0.37707	0.47493	0.64918	0.851673	13	2	0.37707
POLRD2scrm	5	0.39425	0.39655	0.84328	10	0	0.093353	0.47738	0.55579	0.851673	14	1	0.093353
Prom1	10	0.3971	0.3981	0.84328	11	1	0.35033	0.54467	0.71425	0.851673	15	2	0.35033
hAPC	4	0.42258	0.41995	0.84328	12	0	0.076867	0.59175	0.59777	0.851673	16	1	0.076867
SOX9scrm	9	0.62016	0.62095	0.958308	16	0	0.16538	0.62016	0.75081	0.851673	17	2	0.16538
hSMARCA4	3	0.84011	0.84113	0.986662	19	0	0.52881	0.63629	0.63562	0.851673	18	0	0.52881
TCF20	2	0.6533	0.65165	0.958308	17	0	0.32012	0.6533	0.65165	0.851673	19	0	0.32012
hSMARCC1	3	0.17603	0.17597	0.729432	6	0	0.37314	0.66563	0.66519	0.851673	20	0	0.37314
POLRD2	5	0.048378	0.062534	0.526029	3	1	0.28117	0.69965	0.70417	0.851673	21	1	0.28117
MYCscrm	1	0.23355	0.23342	0.729432	8	0	-0.047884	0.76645	0.76825	0.851673	22	0	-0.047884
MYC	5	0.16829	0.16861	0.729432	5	1	0.16886	0.79695	0.79686	0.851673	23	0	0.16886
TCF4	2	0.0065681	0.0089405	0.223513	1	1	-0.78888	0.81993	0.81761	0.851673	24	0	-0.78888
SOX9	9	0.13865	0.16967	0.729432	4	1	-0.13151	0.99493	0.99486	0.994858	25	0	-0.13151
