id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SOX9	9	0.18914	0.46801	0.970716	10	1	1.0269	0.00018656	0.00058471	0.014618	1	4	1.0269
GFP	10	0.49153	0.78824	0.97653	17	5	-0.53705	0.032412	0.058276	0.485632	2	1	-0.53705
TCF4	2	0.083698	0.14567	0.714455	7	1	0.0021255	0.045522	0.046052	0.485632	3	1	0.0021255
TCF20	2	0.69822	0.69892	0.970716	21	1	-0.14029	0.24012	0.24016	0.893031	4	0	-0.14029
POLRD2scrm	5	0.96326	0.96367	0.978556	24	1	0.035533	0.2758	0.27673	0.893031	5	0	0.035533
MYCscrm	1	0.69408	0.69486	0.970716	20	0	-0.088633	0.30592	0.30618	0.893031	6	0	-0.088633
hSATB1	3	0.47655	0.63011	0.970716	15	1	-0.11558	0.32249	0.32102	0.893031	7	0	-0.11558
hSMARCC2	3	0.58365	0.68855	0.970716	18	1	-0.056964	0.43714	0.43605	0.893031	8	0	-0.056964
mKatescrm	10	0.015243	0.077196	0.714455	2	8	-0.89288	0.43755	0.43851	0.893031	9	0	-0.89288
hSMARCC1	3	0.89149	0.89207	0.978556	23	0	-0.076519	0.46362	0.46229	0.893031	10	0	-0.076519
SOX9scrm	9	0.70936	0.90269	0.978556	22	3	-0.17621	0.47493	0.4744	0.893031	11	0	-0.17621
POLRD2	5	0.68209	0.82028	0.97653	19	2	-0.37278	0.53352	0.53469	0.893031	12	0	-0.37278
GFPscrm	10	0.42457	0.74143	0.975571	13	3	-0.33762	0.54467	0.54655	0.893031	13	0	-0.33762
hAPC	4	0.97806	0.97856	0.978556	25	0	0.014831	0.54991	0.54845	0.893031	14	0	0.014831
hSMARCD1	4	0.48921	0.66085	0.970716	16	1	-0.25554	0.57814	0.57731	0.893031	15	0	-0.25554
MYC	5	0.058934	0.17147	0.714455	5	4	-1.0058	0.58473	0.58637	0.893031	16	0	-1.0058
KRT20scrm	10	0.23562	0.54555	0.970716	11	6	-0.63859	0.60549	0.60726	0.893031	17	0	-0.63859
mKate	10	0.012175	0.064823	0.714455	1	6	-1.1098	0.68307	0.68527	0.925934	18	0	-1.1098
LGR5	10	0.14645	0.41287	0.970716	8	6	-0.71626	0.79851	0.79873	0.925934	19	0	-0.71626
hSMARCB1	2	0.071059	0.12512	0.714455	6	2	-1.2536	0.80279	0.80021	0.925934	20	0	-1.2536
Prom1	10	0.058264	0.2212	0.790016	4	7	-0.73392	0.81354	0.8138	0.925934	21	0	-0.73392
hSMARCA4	3	0.25975	0.41056	0.970716	12	2	-0.60556	0.8157	0.81581	0.925934	22	0	-0.60556
hSATB2	3	0.46548	0.61869	0.970716	14	2	-0.56448	0.85146	0.85186	0.925934	23	0	-0.56448
CCR5	9	0.18803	0.46634	0.970716	9	6	-0.68864	0.9219	0.92111	0.946042	24	0	-0.68864
KRT20	10	0.021007	0.099495	0.714455	3	7	-0.77979	0.94611	0.94604	0.946042	25	0	-0.77979
