id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
GFP	10	0.11233	0.27934	0.803372	6	3	-0.070144	0.01559	0.071209	0.663932	1	4	-0.070144
CCR5	9	0.13865	0.31275	0.803372	8	1	0.058678	0.029219	0.11309	0.663932	2	4	0.058678
SOX9	9	0.7635	0.8396	0.912603	22	1	0.15683	0.041642	0.14834	0.663932	3	5	0.15683
MYCscrm	1	0.95724	0.95778	0.957776	25	0	0.45264	0.042763	0.042874	0.663932	4	1	0.45264
mKate	10	0.062486	0.18363	0.803372	3	4	0.47874	0.048568	0.17493	0.663932	5	6	0.47874
hSMARCA4	3	0.56125	0.56044	0.820944	17	1	0.36687	0.086212	0.17273	0.663932	6	2	0.36687
hAPC	4	0.57814	0.59108	0.820944	18	1	0.12137	0.088246	0.19477	0.663932	7	3	0.12137
SOX9scrm	9	0.18914	0.38817	0.803372	10	2	-0.06773	0.12427	0.32782	0.819553	8	3	-0.06773
hSMARCC2	3	0.50177	0.50506	0.803372	16	1	0.21431	0.12431	0.22193	0.663932	9	2	0.21431
TCF4	2	0.12109	0.15959	0.803372	7	1	1.0352	0.14559	0.23902	0.663932	10	1	1.0352
KRT20scrm	10	0.26548	0.49187	0.803372	13	3	0.091552	0.15282	0.39032	0.84464	11	5	0.091552
mKatescrm	10	0.094415	0.24974	0.803372	4	2	0.39261	0.17301	0.41967	0.84464	12	5	0.39261
MYC	5	0.049061	0.11703	0.803372	2	2	-0.16129	0.26407	0.46526	0.84464	13	2	-0.16129
KRT20	10	0.032412	0.11124	0.803372	1	3	-0.15196	0.34414	0.63152	0.893574	14	3	-0.15196
hSMARCD1	4	0.81638	0.81752	0.912603	23	0	0.14524	0.45218	0.60034	0.893574	15	2	0.14524
TCF20	2	0.66862	0.66643	0.83304	20	0	0.089313	0.4619	0.473	0.84464	16	1	0.089313
POLRD2	5	0.3719	0.51416	0.803372	15	1	-0.038945	0.53352	0.68433	0.900438	17	1	-0.038945
GFPscrm	10	0.87462	0.90137	0.938932	24	1	0.19414	0.54188	0.788	0.938096	18	3	0.19414
hSATB2	3	0.63629	0.63562	0.83304	19	0	0.013677	0.57255	0.60649	0.893574	19	1	0.013677
hSMARCB1	2	0.10871	0.15029	0.803372	5	1	-0.42834	0.64551	0.64337	0.893574	20	0	-0.42834
Prom1	10	0.14645	0.33092	0.803372	9	4	-0.0097859	0.74665	0.896	0.97391	21	2	-0.0097859
hSMARCC1	3	0.30715	0.35367	0.803372	14	1	-0.16557	0.78186	0.78281	0.938096	22	0	-0.16557
hSATB1	3	0.75969	0.76042	0.905268	21	0	0.029017	0.83422	0.83504	0.948906	23	0	0.029017
LGR5	10	0.23186	0.45653	0.803372	12	4	-0.019751	0.93004	0.96832	0.993298	24	2	-0.019751
POLRD2scrm	5	0.22354	0.35018	0.803372	11	2	-0.27727	0.99351	0.9933	0.993298	25	0	-0.27727
